Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText
15,1,0,0.0,"Well what i understand about this procedure is that you take four samples, put them in different containers that look the same, put vinegar on every sample + finally rinse them out with normal water + let them sit for 30 minutes till they dry. Then your finally going to see the difference between those samples.",train,"Well, what I understand about this procedure is that you take four samples, put them in different containers that look the same, put vinegar on every sample, and finally rinse them out with normal water and let them sit for 30 minutes till they dry. Then you're finally going to see the difference between those samples."
16,1,0,0.0,I don't know what is going on!,train,I don't know what is going on!
17,1,3,3.0,"In order to replicate this experiment, I would need to know the shape of each material, because the amount of surface area expand to the vinegar mass, changes the results. I would also need to know how much vinegar and what size containers to use in order to exactly replicate the experiment.",train,"In order to replicate this experiment, I would need to know the shape of each material, because the amount of surface area exposed to the vinegar mass, changes the results. I would also need to know how much vinegar and what size containers to use in order to exactly replicate the experiment."
18,1,0,0.0,The additional information I would need is to come up with an hypothesis to predict which sample will have the highest mass in acid rain. After that I will have to come up with my dependent and independent variables so I can tell and see each one is different in mass. I will organize the data to see if the information is accurate. Then I will write the conclusion to see if my hypothesis was correct and to see if my results were correct.,train,"The additional information I would need is to come up with a hypothesis to predict which sample will have the highest mass in acid rain. After that, I will have to come up with my dependent and independent variables so I can tell and see each one is different in mass. I will organize the data to see if the information is accurate. Then I will write the conclusion to see if my hypothesis was correct and to see if my results were correct."
19,1,0,0.0,"In order to replicate this experiment I would need a scare in order to get the mass. Next, I would need tape and markers to label the containers. Last, I would need all 4 samples and graduated cylinders as a container to replicate this experiment.",train,"In order to replicate this experiment I would need a scale in order to get the mass. Next, I would need tape and markers to label the containers. Last, I would need all 4 samples and graduated cylinders as a container to replicate this experiment."
20,1,3,3.0,"In order for the me to replicate their procedure, I would need to know what four samples they used, they should include that in their procedure. Also they should stay  where you are to put the four containers during the 24 hour time period finally, they should include what type of vinegar or what brand so that when i were to do this experiment, I would in as close to what they actually did, and therefore would be able to replicate the experiment.",train,"In order for me to replicate their procedure, I would need to know what four samples they used; they should include that in their procedure. Also, they should state where you are to put the four containers during the 24-hour time period. Finally, they should include what type of vinegar or what brand so that when I were to do this experiment, I would be as close to what they actually did, and therefore would be able to replicate the experiment."
21,1,0,0.0,You would need to have four seperate but identical containers. you would also need to pour in each of them Vinegar to determine the mass of the items being placed in them. And new items would be needed to be placed in each of the containers.,train,You would need to have four separate but identical containers. You would also need to pour in each of them vinegar to determine the mass of the items being placed in them. And new items would need to be placed in each of the containers.
22,1,2,2.0,"Inorder to replicate the experiment, I would need to know the mass of the four different samples, how much vinegar to pour into the containers, what the samples were made up of, and how much water to rinse them with after the 24 hours.",train,"In order to replicate the experiment, I would need to know the mass of the four different samples, how much vinegar to pour into the containers, what the samples were made up of, and how much water to rinse them with after the 24 hours."
23,1,0,0.0,The students data needed to include how much of the solution was poored. They also needed to find out if the rocks weighed the same when they started.,train,The students' data needed to include how much of the solution was poured. They also needed to find out if the rocks weighed the same when they started.
24,1,3,3.0,"For this experiments duplication, you would need to know exactly how much vinegar was used in each cup. You would also have to know how big in size each container was. Additionally, you would need to know the size of each sample, to assure that you could place them in the cups evenly.",train,"For this experiment's duplication, you would need to know exactly how much vinegar was used in each cup. You would also have to know how big in size each container was. Additionally, you would need to know the size of each sample, to ensure that you could place them in the cups evenly."
25,1,1,1.0,Some additional information that I would need is the amount of vinegar they poured.,train,Some additional information that I would need is the amount of vinegar they poured.
26,1,2,2.0,"After reading the groups procedure I would need to know what type of vinegar they were using because it could of been any type, what was the measure of containers because the containers could have been 3 different sizes and they wouldn't have valid results, and they also should have told me what they were holding constant because I wouldn't know what variables to use or control.",train,"After reading the group's procedure I would need to know what type of vinegar they were using because it could have been any type, what was the measure of containers because the containers could have been 3 different sizes and they wouldn't have valid results, and they also should have told me what they were holding constant because I wouldn't know what variables to use or control."
27,1,2,2.0,They needed to include what time they started and when they ended. Also the amount of vinegar they used. Also the size of each sample.,train,"They needed to include what time they started and when they ended. Also, the amount of vinegar they used. Also, the size of each sample."
28,1,0,0.0,"1). Get 4 different samples: marble, limestone, wood, plastic. ^p 2). Put each sample into 4 different containers. ^p 3). Pour vinegar in each of 4 separate but identical containers. ^p 4). After 24 hrs remove the samples from the container and rinse each w/ distilled water. ^p 5). Allow samples to sit and dry for 30 min. ^p 6). Determine the data of each sample. ^p 7). Record your data.",train,"1). Get 4 different samples: marble, limestone, wood, plastic. ^p
2). Put each sample into 4 different containers. ^p
3). Pour vinegar into each of 4 separate but identical containers. ^p
4). After 24 hrs, remove the samples from the containers and rinse each with distilled water. ^p
5). Allow samples to sit and dry for 30 minutes. ^p
6). Determine the data for each sample. ^p
7). Record your data."
29,1,3,3.0,"In order to replicate this experiment, you would need to know what the samples were. In this group's procedure, they do not state what",train,"In order to replicate this experiment, you would need to know what the samples were. In this group's procedure, they do not state what"
30,1,2,0.0,"In step three, you would need to know how much of each sample to use. Also in step to you need to fill each container with the same amount step 4 you must rinse each stone as much. Also there is no control variable.",train,"In step three, you would need to know how much of each sample to use. Also in step two you need to fill each container with the same amount. In step four you must rinse each stone as much. Also there is no control variable."
31,1,2,2.0,"I additional information that I would need to replicate the experiment is to add where your going to leave the samples for 24 hours. Another one that they would need to add in order for me to replicate the experiment is to clearly state the independent variable. I would also need them to state how much vinegar to pour into each seperate but identical, container.",train,"Additional information that I would need to replicate the experiment is to add where you're going to leave the samples for 24 hours. Another one that they would need to add in order for me to replicate the experiment is to clearly state the independent variable. I would also need them to state how much vinegar to pour into each separate, but identical, container."
32,1,0,0.0,You will need a timer to determine the time that the vinegar dryed up.,train,You will need a timer to determine the time that the vinegar dried up.
33,1,3,3.0,"For this experiment, you would actually need to know what each ''sample'' is, the amount of vinegar that was used and the size of each ''sample''",train,"For this experiment, you would actually need to know what each ""sample"" is, the amount of vinegar that was used and the size of each ""sample."""
34,1,3,3.0,To replicate the experiment I would need to know the samples that I will be using. I would also need to know how much vinegar to use. I would also need to know what type of containers to use.,train,To replicate the experiment I would need to know the samples that I will be using. I would also need to know how much vinegar to use. I would also need to know what type of containers to use.
35,1,1,1.0,"In order to replicate the experiment.You would need to know how much vinegar to pour ,you need to know how much distilled water and you aso need to know how your going to weigh it.",train,"In order to replicate the experiment, you would need to know how much vinegar to pour, you need to know how much distilled water, and you also need to know how you're going to weigh it."
36,1,2,2.0,Well I would need to know what the problem statement is. I would need to know what type of cups we are using.I would need to know the amount of vinegar we are using. And I would need to know if the amount of vinegar in each cup will differ.,train,"Well, I would need to know what the problem statement is. I would need to know what type of cups we are using. I would need to know the amount of vinegar we are using. And I would need to know if the amount of vinegar in each cup will differ."
37,1,2,2.0,In order to replicate the experiment i would need to know how much of each material is used before i go and find the mass. I would need to know how much vinegar to pour on each material. Although they show the materials in the data take they should still list them in the procedure.,train,"In order to replicate the experiment, I would need to know how much of each material is used before I go and find the mass. I would need to know how much vinegar to pour on each material. Although they show the materials in the data table, they should still list them in the procedure."
38,1,0,0.0,"I will need to know what's the purpose for this experiment, know the difference in mass for each sample, and I need to know an esimate of what they thought the starting and ending mass was.",train,"I will need to know what's the purpose of this experiment, know the difference in mass for each sample, and I need to know an estimate of what they thought the starting and ending mass was."
39,1,1,1.0,They should add how much vinegar to add to each sample. For this lab to be more accurate they should have also added more trials as well as adding a constant variable such as a rock in just water.,train,They should add how much vinegar to each sample. For this lab to be more accurate they should have also added more trials as well as a constant variable such as a rock in just water.
40,1,2,2.0,"In order to replicate this experiment I would need to know, first how to calculate the mass of the samples. I would also need t o know what the four samples are, as if is not stated in the procedure. Lastly to repeat this expirement I would need to know how much vinegar was placed into each container.",train,"In order to replicate this experiment I would need to know, first, how to calculate the mass of the samples. I would also need to know what the four samples are, as it is not stated in the procedure. Lastly, to repeat this experiment I would need to know how much vinegar was placed into each container."
41,1,1,1.0,"Additional information that would be needed to replicate the data would be what equipment is needed for the experiment,what materials are going to be used,and how much of each material will be used?",train,"Additional information that would be needed to replicate the data would be what equipment is needed for the experiment, what materials are going to be used, and how much of each material will be used?"
42,1,3,3.0,"In order to replicate this experiment:you would need to know the amount of vinegar to pour in the container. You also need to know what to pe of coniainer to pour the vinegar in. Also, you need to know how much or how long to rinse the samples with distilled water.",train,"In order to replicate this experiment: you would need to know the amount of vinegar to pour in the container. You also need to know what type of container to pour the vinegar in. Also, you need to know how much or how long to rinse the samples with distilled water."
43,1,3,3.0,After reading the procedure i would  first need to know what the for sample are that i am testing second i ^p would need to know how much vinegar put in each container next the procedure should tell me how thing to case rinse each sample in distiled water.,train,"After reading the procedure, I would first need to know what the four samples are that I am testing. Second, I would need to know how much vinegar to put in each container. Next, the procedure should tell me how long to rinse each sample in distilled water."
44,1,3,3.0,"Determine what the different samples are, then state how much vinegar you would be adding to each sample. State how long you are rising the materials in water. (ex 5 minutes)",train,"Determine what the different samples are, then state how much vinegar you would be adding to each sample. State how long you are rinsing the materials in water. (ex 5 minutes)"
45,1,2,2.0,"In order to replicate the groups experiment, I would need a lot of additional information. First of all, I would need to know what it is that they are using as the four samples (rocks bark)",train,"In order to replicate the group's experiment, I would need a lot of additional information. First of all, I would need to know what it is that they are using as the four samples (rocks, bark)."
46,1,0,0.0,"I think the experiment should make the description more specific so as not to be confused and mistake cups.For instance , they could say ""each of the cork samples"", and ""place sample  into cup labeled 'A'""",train,"I think the experiment should make the description more specific so as not to be confused and mistake cups. For instance, they could say ""each of the cork samples,"" and ""place sample into cup labeled 'A'."""
47,1,2,2.0,"One extra thing that needs to be included is what material or object the four samples are of another thing not included is the amount of vinegar needed to put in each containers. The words ""A sample"" doesn't specify the exact amount of each rock are needed. A repetition of this experiment is needed to verify the results.",train,"One extra thing that needs to be included is what material or object the four samples are of. Another thing not included is the amount of vinegar needed to put in each container. The words ""A sample"" don't specify the exact amount of each rock needed. A repetition of this experiment is needed to verify the results."
48,1,0,0.0,"There could be more than 1 test for each sample. There could also have a constant added to the expariement. Also, there are to softy instanchings in the experiment like put on goggles before eyes where gloves when touching the vinegar",train,"There could be more than 1 test for each sample. There could also be a constant added to the experiment. Also, there are two safety instructions in the experiment like put on goggles before eyes and wear gloves when touching the vinegar."
49,1,0,0.0,"They should take more notes, that way, in case they mess up, they can have a the information how to redo it.",train,"They should take more notes. That way, in case they mess up, they can have the information on how to redo it."
50,1,3,2.0,"How much vinager should you pour, with what label, and when to sit it, it sitand dry for 30 min...Label. The container's reapetedly, separate but identicle conatainer. What containers should we use?",train,"How much vinegar should you pour, with what label, and when to let it sit and dry for 30 min...Label. The containers repeatedly, separate but identical containers. What containers should we use?"
51,1,1,1.0,"In order to replicate this experiment, I would need to know what the different mauterials were. I would also need to know how many different materials there were and what the starting mass of each material was.",train,"In order to replicate this experiment, I would need to know what the different materials were. I would also need to know how many different materials there were and what the starting mass of each material was."
52,1,0,0.0,In the experiment  I would determine the mas of each sample pair the  vinegar into a container then label. I would wait 24 hours then pour out the vinegar and nose out with water. Let the samples dry and find the mass difference,train,"In the experiment I would determine the mass of each sample, pour the vinegar into a container, then label it. I would wait 24 hours, then pour out the vinegar and rinse out with water. Let the samples dry and find the mass difference."
53,1,2,2.0,"In order to complete this experiment, three aditional thing should be included. The first is the amount of vinegar to pout in the cup. The second is to list the far samples in the procedure. The third is to record the information obtained.",train,"In order to complete this experiment, three additional things should be included. The first is the amount of vinegar to pour in the cup. The second is to list the fair samples in the procedure. The third is to record the information obtained."
54,1,2,2.0,"In order to replicate the group's I would need to know how much vinegar to pour in each of the four and how long  containers, how much the sample you need to add you need to rinse the samples.",train,"In order to replicate the group's I would need to know how much vinegar to pour in each of the four containers, how much of the sample you need to add, and how long you need to rinse the samples."
55,1,2,2.0,"The procedure needs to state the four types of samples it is using, (marbles, limestone, wood, plastic). You need to determine how much vinegar you are pouring into each cup. You need a set amount. You could also do the time at different times. So you could do it at is at 30 and at 45 minutes to see if there is a change at all in the mass over time.",train,"The procedure needs to state the four types of samples it is using (marble, limestone, wood, plastic). You need to determine how much vinegar you are pouring into each cup. You need a set amount. You could also do the test at different times. So you could do it at 30 and at 45 minutes to see if there is a change at all in the mass over time."
56,1,1,0.0,"The information I would need to replicate the experiment is; the four different samples, the four identical containers, the amount of time to let the samples sit, and the product to rinse the samples with so I could let them sit for more.",train,"The information I would need to replicate the experiment is: the four different samples, the four identical containers, the amount of time to let the samples sit, and the product to rinse the samples with so I could let them sit for more."
57,1,0,0.0,To repeat this experiment you would need to get the average that was used in the last procedure and let it sit for twenty eight hours instead of twenty four then rinse and record the changes in mass.,train,"To repeat this experiment you would need to get the average that was used in the last procedure and let it sit for twenty-eight hours instead of twenty-four, then rinse and record the changes in mass."
58,1,2,2.0,"We need to know the exact amount of vinegar going into each container, to make sure that each sample fair results. We also need to have a set starting mass so all of the samples have the same amount or the results will not be reliable. We also need to know what kind and how big the containers are, because results may be unreliable if the containers for the samples have all different volumes and shapes.",train,"We need to know the exact amount of vinegar going into each container to make sure that each sample has fair results. We also need to have a set starting mass so all of the samples have the same amount, or the results will not be reliable. We also need to know what kind and how big the containers are because results may be unreliable if the containers for the samples have all different volumes and shapes."
59,1,3,3.0,"Some additional information that you would need is how many vinegar are you pouring in. Also in step 3 it says add a sample of each material. We need to know how big the sample would have to be. Something that could effect the data could be what temperature are you putting this experiment in, is it room temperature, we need to know this.",train,"Some additional information that you would need is how much vinegar you are pouring in. Also in step 3, it says to add a sample of each material. We need to know how big the sample would have to be. Something that could affect the data could be what temperature you are putting this experiment in; is it room temperature? We need to know this."
60,1,3,3.0,"To replicate the experiment, the procedure would require more detail. One piece of information that is omitted is the amount of vinegar used in the experiment. It is also important to know what temperature the experiment was kept at during the 24 hours. Finally, the procedure needs to include details about the experiment, for example if the whole sample must be submerged.",train,"To replicate the experiment, the procedure would require more detail. One piece of information that is omitted is the amount of vinegar used in the experiment. It is also important to know what temperature the experiment was kept at during the 24 hours. Finally, the procedure needs to include details about the experiment, for example if the whole sample must be submerged."
61,1,1,1.0,"You would need the amount of vinegar being poured into each of the caps. That because the experiment only tell you to ""pour vinegar"" but when people read if they might not know how much vinegar to put.",train,"You would need the amount of vinegar being poured into each of the cups. That's because the experiment only tells you to ""pour vinegar,"" but when people read it, they might not know how much vinegar to put."
62,1,3,3.0,This group left same very important thing out of their procedure. First of all they didn't tell us what sumples to use for the experiment. They didn't tell us how much vinegar to use or what size containers we would need all of this information to replicate this lab.,train,"This group left some very important thing out of their procedure. First of all, they didn't tell us what samples to use for the experiment. They didn't tell us how much vinegar to use or what size containers we would need. All of this information is needed to replicate this lab."
63,1,1,1.0,"You would need the name of the four samples you are using to make a table to record data. Write down you need to record the starting mass, ending mass and difference in mass.",train,"You would need the names of the four samples you are using to make a table to record data. Write down you need to record the starting mass, ending mass, and difference in mass."
64,1,0,0.0,"Some additional information i would need is how they found the mass and what type of instrument was being used. Also when they say place a sample of the material, how much of each type am i going to need.",train,"Some additional information I would need is how they found the mass and what type of instrument was being used. Also when they say place a sample of the material, how much of each type am I going to need."
65,1,0,0.0,First of all you'll need to measure the container bxitsals and subtract it from weight of the samples so you don't accidently have extra weight. Calculate the time diffrence it took to prepare them. Use the same weight of each sample.,train,"First of all, you'll need to measure the container's basics and subtract it from the weight of the samples so you don't accidentally have extra weight. Calculate the time difference it took to prepare them. Use the same weight of each sample."
66,1,0,0.0,"To exactly replicate this experiment you would have to know, how they measured the mass of the object, because without that how would we figure out the different masses. We have to know the starting mass, the ending mass and the difference in mass.",train,"To exactly replicate this experiment you would have to know how they measured the mass of the object, because without that how would we figure out the different masses. We have to know the starting mass, the ending mass, and the difference in mass."
67,1,1,1.0,"After reading the group' procedure I did not know how much vinegar they would be pouring into the containers. This group also did not state the starting time at which they added the vinegar. This group also did not state the reason the data, they just said to determine it.",train,"After reading the group's procedure I did not know how much vinegar they would be pouring into the containers. This group also did not state the starting time at which they added the vinegar. This group also did not state the reason for the data, they just said to determine it."
68,1,2,2.0,I would need the amount of roch in each container. I would need the amount of vinegar of r container. I would need the same kind of vinegar in each container. I would need all of this additional information to replicate this repricant.  I would also need the amount trials done.,train,I would need the amount of rock in each container. I would need the amount of vinegar for each container. I would need the same kind of vinegar in each container. I would need all of this additional information to replicate this replicant. I would also need the amount of trials done.
69,1,3,3.0,1.A list of materials and safety requirements. ^p 2.The amount of vinegar to put in the containers. ^p 3.The temperature of the room/vineger ^p 4.A control group.,train,"1. A list of materials and safety requirements. ^p
2. The amount of vinegar to put in the containers. ^p
3. The temperature of the room/vinegar ^p
4. A control group."
70,1,1,1.0,Additional information you need in order to replicate this experiment is a control group. A control grap  should have no effect on the sample and is needed so you can base your answers off reliable sources. Also in order to replicate this experiment we need to know the amount of vinegar we are putting on the sample. We also would need to know.,train,"Additional information you need in order to replicate this experiment is a control group. A control group should have no effect on the sample and is needed so you can base your answers off reliable sources. Also, in order to replicate this experiment we need to know the amount of vinegar we are putting on the sample. We also would need to know."
71,1,1,1.0,"What you would need is the imformation on how much vinegar is added to every sample. For example, one sample can be in a different amount of vinegar. So that can throw their ending masses off.",train,"What you would need is the information on how much vinegar is added to every sample. For example, one sample can be in a different amount of vinegar. So that can throw their ending masses off."
72,1,2,2.0,"We would need to know what samples they used for the experiment they just say ""samples"". We need to know how much vinegar they poured into each cup and we would need to know what units to measure the mass of the samples with. They would have to specify that we should weigh them using grams.",train,"We would need to know what samples they used for the experiment; they just say ""samples"". We need to know how much vinegar they poured into each cup, and we would need to know what units to measure the mass of the samples with. They would have to specify that we should weigh them using grams."
73,1,0,0.0,What the group of students did was determine the mass of different samples. So what I would do : what they did in the beginning or the investigation I would use the samples and do another experiment with the samples.,train,What the group of students did was determine the mass of different samples. So what I would do: what they did in the beginning of the investigation I would use the samples and do another experiment with the samples.
74,1,1,1.0,"On statement 2, They need to put the measurement of the containers ^p On statmen 4 how much water? ^p On number 6 whats the measuremt were suppost to use for the mass.",train,"On statement 2, they need to put the measurement of the containers. ^p On statement 4, how much water? ^p On number 6, what's the measurement we're supposed to use for the mass."
75,1,1,1.0,Some additional information for their procedure would be to use the same amount of vinegar for each container. Also make sure the times are all on for each sample. Also measure the mass after it drys and find your difference from its starting mass.,train,"Some additional information for their procedure would be to use the same amount of vinegar for each container. Also, make sure the times are all the same for each sample. Also, measure the mass after it dries and find the difference from its starting mass."
76,1,3,3.0,"In order to replicate ta experiment, a person would need to know a few more things. They would need to know which substances to use & how much of each one. The person would need to know how much vinegar to put in the container. They would also need to know what temperature to put ta containers in. One might also want to know what type of container, how to write down the findings.",train,"In order to replicate the experiment, a person would need to know a few more things. They would need to know which substances to use and how much of each one. The person would need to know how much vinegar to put in the container. They would also need to know what temperature to put the containers in. One might also want to know what type of container, and how to write down the findings."
77,1,3,3.0,You would need to know how much vinegar was placed in the container. What type of samples you were measuring and placing in the container and the temperature at which they were storing at to ensure equal experiment.,train,"You would need to know how much vinegar was placed in the container, what type of samples you were measuring and placing in the container, and the temperature at which they were stored to ensure an equal experiment."
78,1,0,0.0,"Additional pieces of information that shuld be included in the procedure would be, with with what would you be using to determine the mass such as a scale, have the controlled variable evident in the procedure, one last thing that should be to move a table of the starting mass, the endingmass, and the difference in mass using grams.",train,"Additional pieces of information that should be included in the procedure would be, with what you would be using to determine the mass such as a scale, have the controlled variable evident in the procedure, and one last thing that should be to move a table of the starting mass, the ending mass, and the difference in mass using grams."
79,1,1,1.0,"To replicate this experiment, you would need to know how many ml of vinegar is poured into each container. You would also need to know how much distilled water was supposed to be poured onto the samples. Also, you may want to have the starting mass of each samples be the same.",train,"To replicate this experiment, you would need to know how many milliliters of vinegar are poured into each container. You would also need to know how much distilled water was supposed to be poured onto the samples. Also, you may want to have the starting mass of each sample be the same."
80,1,1,1.0,"In order to replicate this experiment,I would need to know 3 more things that weren't stated in the procedure. I would need to know the amount of vinegar poured into the container,the amount of time the samples were in the vinegar and the amount of distilled water used to rinse it off.",train,"In order to replicate this experiment, I would need to know three more things that weren't stated in the procedure. I would need to know the amount of vinegar poured into the container, the amount of time the samples were in the vinegar, and the amount of distilled water used to rinse it off."
81,1,3,3.0,"The additional things that I would put are the procedures in what find at temperature they left the containers in. I would also include the samples of what I am testing in the experiment. Lastly, I would also put in my procedure, how much  amount of vinegar they are putting in.",train,"The additional things that I would put are the procedures in which to find at what temperature they left the containers in. I would also include the samples of what I am testing in the experiment. Lastly, I would also put in my procedure, the amount of vinegar they are putting in."
82,1,2,2.0,"In order to replicate this experiment, you must be able to know what the four materials are, how to measure the mass, how much vinegar should be poured into the containers and how much distilled water should they rinse it with. They should start by saying, d determine the mass(put the tripple beam balance), of the four diff. samples(name them), then pour vinegar(how much) into containers, then these step of step 4, wash( how much distilled water, and it would be better.",train,"In order to replicate this experiment, you must be able to know what the four materials are, how to measure the mass, how much vinegar should be poured into the containers, and how much distilled water they should rinse it with. They should start by saying to determine the mass (use the triple beam balance) of the four different samples (name them), then pour vinegar (how much) into the containers. Then, for step 4, wash with (how much) distilled water, and it would be better."
83,1,2,2.0,"In order to replicate this experiment you would need to know the size of the containers that you would place the sample in, you would need to know the amount of vinegar putting in each container, you would need to know what to use to measure out the mass (for example, tripple beam balance, etc) and you would also need to know the material to use to place each sample in the containers.",train,"In order to replicate this experiment you would need to know the size of the containers that you would place the sample in, you would need to know the amount of vinegar put in each container, you would need to know what to use to measure out the mass (for example, triple beam balance, etc.) and you would also need to know the material to use to place each sample in the containers."
84,1,0,0.0,You got to put more Vinegar in wood so it make no different in mass in plastic out a little not more Vinegar so it could do more reaction.,train,You’ve got to put more vinegar in wood so it makes no difference in mass in plastic. Use a little more vinegar so it can have more reaction.
85,1,1,1.0,"Another trials, the amount of vinegar used and no changing of time to make sure it's accurate. Because if not youill change the experiment. By changing the most important things.",train,"Another trial, the amount of vinegar used, and no changing of time to make sure it's accurate. Because if not, you'll change the experiment by changing the most important things."
86,1,3,3.0,"To replicate this experiment one must know information that is not given by the procedure. First, we must know how much vinegar to put into the containers, enough to cover them? Next, we need to know how the vinegar will affect the material. Will  we completely submerge it or only partially? Finally, we need to know which materials to use. The data indicates them, but the procedure does not.",train,"To replicate this experiment one must know information that is not given by the procedure. First, we must know how much vinegar to put into the containers, enough to cover them? Next, we need to know how the vinegar will affect the material. Will we completely submerge it or only partially? Finally, we need to know which materials to use. The data indicates them, but the procedure does not."
87,1,0,0.0,"Three additional pieces of information  I would need to replicate the procedure are to gather materials, use a control, and when it's finish to record the data.",train,"Three additional pieces of information I would need to replicate the procedure are to gather materials, use a control, and when it's finished to record the data."
88,1,1,1.0,"In order to replicate the experiment you would need to know several more piecesof information. One of them being the amount of each material (wood, plastic, marble and limestone). You would also need to know how much vinegar to add. Finally, a constant for each material would alsohelp.",train,"In order to replicate the experiment you would need to know several more pieces of information. One of them being the amount of each material (wood, plastic, marble, and limestone). You would also need to know how much vinegar to add. Finally, a constant for each material would also help."
