Id,EssaySet,Score1,Score2,EssayText,split
13991,6,0,0.0,"Active Transport, inactive transport and escort transport",train
13992,6,0,0.0,carries protien,train
13993,6,0,0.0,homeostasis,train
13994,6,1,1.0,Osmosis is the movement of water across the cell membrane. Transportation through the hols of a cell membrane is another. And the other is when they leave through lysosomes.,train
13995,6,0,0.0,They can carry nutrients across.,train
13996,6,0,0.0,The cell uses the ER to move things throughout the cell.  It moves protiens around through its winding tubes.The cell uses the mRNA to move information throughout the cell.The cell uses the vacuole to move waste throughout the cell.,train
13997,6,0,0.0,"The cells control movement of substances by sending things into the endoplasmic reticulum and once inside, the substances get moved and exit through the exoplasmic reticulum, then they leave the body through digestion.",train
13998,6,0,0.0,The cells movement is controlled by the cell membrane. It controls what comes into the cell and what leaves the cell. Although the nucleus controls the cell and tells it to move the membrane does most of the work.,train
13999,6,0,0.0,Cells use diffusion to transfer water across the membrane. They also use protien holes to move the larger substances. Some things that they move across simply pass through the membrane,train
14000,6,0,0.0,1. the cell can control the membrane cause its part of the cell2. the cell can control the membrane like we can do same to ours3.the cell sends a it threw littel tiny cells to the membrane,train
14001,6,3,3.0,"1.     -Osmosis is how water gets diffused thru the membrane. 2.     -Active Transport is where an enzyme opens the cell membrane for an object to come in, and extra energy is needed to assist the object into the cell.3.     -Passive Transport is where an enzyme opens the cell, but the object doesn't need the extra energy to come in.",train
14002,6,0,0.0,the cytoplasm which caries it on the substance.,train
14003,6,0,0.0,The ER is used to direct things leaving the nucleus or help things move through out the cell.The Golgi apperatus directs vacules around the cell.,train
14004,6,2,2.0,"Cells use diffusion to move substances from an area of high concentration to an area of low concentration until it reaches equilibrium.  Cells also use osmosis, which is diffusion but with water.",train
14005,6,0,0.0,Cells have protective layers that could prevent harmful substances from entering throug the cell membrane.,train
14006,6,1,1.0,Three processes used by cells to control the movement of substances across the cell membrane are Diffusion; paricles moving from high to low consentration. Osmises;,train
14007,6,0,0.0,"Osmosis, balancing water levels.Diffusion of cell materials.mRNA leaving the nucleus.",train
14008,6,0,0.0,the cell can move because of the nucleus. The cell wall is located behind the cell membrane so I thank this would  have something to do with it.I aslo thank it is the mitochrondia.,train
14009,6,0,0.0,one is the edoplamick reticulum. and two is the cell mimbraint.,train
14010,6,0,0.0,1. Golgi apperatus2. Lysosomes3. Endure Rectal,train
14011,6,0,0.0,1. The nucleous tells the mitocontria to send a signal to the cell membrane.2. The cell membrane gets the message and tells the cytoplasm to start to push things around.3. After that everything gets moved into place.,train
14012,6,0,0.0,"Enzymes, Catalist, Eukaryotes",train
14013,6,0,0.0,The movement of substances has to make its way through the cell membrane. the membrane Only allowes a few people to go at a time.,train
14014,6,3,3.0,"One of the ways cells can move substances across the cell membrane is by diffusion. Diffusion moves substances from an area of high concentration, to an area of low concentration. Another way cells move substances across the cell membrane is by osmosis. Osmosis moves water down the cell membrane. The last way cells move substances across the cell membrane is by the sodium-potassium pump. The sodium-potassium pump takes sodium ions out of the membrane and puts potassium ions into the membrane.",train
14015,6,0,0.0,Use of the membrane of the cell helps create movement.,train
14016,6,0,0.0,"active transport, facilitated diffusion, and osmosis.",train
14017,6,0,0.0,"Diffusion, Osmosis, Endocytosis",train
14018,6,0,0.0,"Three processes used by cells to control movement of substances across the cell membrane are, diffusion, secretion, and absorption.",train
14019,6,0,0.0,The cells absorb the thing and they carry it to where ever it is supposed to go and they start that proces again.,train
14020,6,0,0.0,"One is by moving the cell away from harmful areas. Another is moving the harmful stuff from the cell and bringing in the good stuff. Lastly the cell can move its self to places where it can get more food or water, etc.",train
14021,6,0,0.0,One would be going in the vacule and being use for energy.Two would be useing the mRNA to leave the cell.Thrid would be being used for food for the cell.,train
14022,6,0,0.0,the cell slide through the membrane then the cell breaks into piecsand the cell eats,train
14023,6,2,2.0,Active transport is where the cell uses energy to move the substances.Passive Transport is where the cell does not use energy to move the substances.Diffusion is where cells release energy,train
14024,6,0,0.0,"1: They move with the flagellum,so they can move throughout the cells.2: By ribosomes, so they can send energy through out the cell.3: Or by sending messages to one another",train
14025,6,1,1.0,"The outer membrane of the cell controls how much goes in and out of the cell.  Through the process of osmosis, water moves in or out of a cell depending on if there is a higher or lower concentration within the cell.  Another way they control this is by the growing of the outer membrane.  If there is too much of a substance within the cell, it will break apart to allow enough room.",train
14026,6,0,0.0,1. Golgi Apparatus     2. Endoplasmic Reticulum3.Mitochondria,train
14027,6,0,0.0,Nerve cells tell the membrane where it is and the membrane uses that imformation to move it.,train
14028,6,0,0.0,Diffusion- the process of using water to move across the membrane.Meiosis- the changing of a cell to move or take up space.,train
14029,6,0,0.0,The golgi aperatis acts as the bodies UPS man to transport material.Flagela is used by certain organisms to move.,train
14030,6,0,0.0,One process used by cells to control the movement of substances is when the membrane has different ways of letting different molecules enter.,train
14031,6,0,0.0,1. Golgie Apratus2. Lysomoes3. Endoplasmic Recticulum,train
14032,6,0,0.0,The ribsomes carry it throughout the cell.The mitocandria carries it to the nucleus.The clear liquid stuff carries it through the cell as well.,train
14033,6,0,0.0,One process that is used by cells to control the movement of different substances across the cell membrane is the fllagellum. the flagellum protects and moves the cell.,train
14034,6,0,0.0,"Three processes that cells use to control the movement of substances across the cell membrane is protein synthesis, transfusion, and moving waste out.",train
14035,6,0,0.0,reproduction respiratin and food gatherinmg,train
14036,6,0,0.0,They don't let anything enter the cell membrane.,train
14037,6,0,0.0,"Three of the processes used in the cell membrane is, diffusion, transfusion, and the letting in of substances into the cell.",train
14038,6,0,0.0,One way is when there is more liquid outside of the cell water enters the cell to make an equilibrium. Another way is if there is more liquid in the cell water will leave the cell.,train
14039,6,0,0.0,they use their membrane to filter things in and out of the cell then proteins take watever it is to be used,train
14040,6,0,0.0,cell wall which controls what goes in and out of the cell.nucleas is the brain of the cell/centermitochondria is the power house helps keep things moving,train
14041,6,0,0.0,"The three processes used by cells to control the movement of substances across the cell memebrane are osmosis, diffusion, exocytosis. These three all help control the movement of substances across the cell membrane.",train
14042,6,1,1.0,"Osmosis is one process that moves water from a high concentration area, to a lower concentration area. This makes it even throughout the whole cell. Diffusion is another process that moves water from a low area of concentration to a high area of concentration. Activation is another process, it",train
14043,6,0,0.0,Nuclear envelope- it is used to take waste out of the cell.Lysosomes,train
14044,6,0,0.0,"They can control them, they can redirect them, and they can get rid of them.",train
14045,6,0,0.0,One processe used by cells to control the movement of substances across the cell membrane would be Cell reprodution.,train
14046,6,0,0.0,1. Mitosis2. Meosis3.Protein Synthesis,train
14047,6,0,0.0,OVER TIME THE CELLS CHANGE AN TAKE DIFFERENT FORMS,train
14048,6,0,0.0,"mosmis, diffisen, miosis",train
14049,6,0,0.0,"Cell diffusion, cell respiration, and cell exertion.",train
14050,6,0,0.0,The first way cells control the movement of substance is by waste removal wich will allow the substance to leave the body.  The second way is by mRNA which allows the cell to grab hold of it and release it to the waste. The third way is by letting it be filtered while it goes through the body.,train
14051,6,0,0.0,"1.)Diffusion is something moving arcoss the surface of the cell membrane and then entering the cell, it requires little energy.2.)Theres also spots were things can get through the cell, but it requires more energy then diffusion.3.)And the cell can just allow something in side it.",train
14052,6,0,0.0,1.)  It use's the energy from the membrane                                 2.) It use's the light from the membrane3.) It use's the food from the membrane to makeit there and sometimes back to the spot it came from. It only makes the trip maybe three times.,train
14053,6,0,0.0,"They use the a chemical proccess of enzymes, the membrain also, and through channels in the membrain.",train
14054,6,0,0.0,"Three processes that cells use to control movement across the cell membrane are proteins, phospholipids, and vesicles. The substances hook on to the protein and are transfered into the cell. With phospholipids, the substance is absorbed and goes through the membrane into the cell. Vesicles form around the substance and carry it into the cell.",train
14055,6,0,0.0,The cell wall blocks and keeps substances from crossing into the membrane,train
14056,6,1,0.0,Osmosis-the act of transporting water through a selectively permeable membrane.  Active transport-the forced movement of a nutrient or mineral through the cell by pores on the cell membrane.,train
14057,6,0,0.0,"Cells use ribosomes, mitochondria, and lysosomes to move substances across the cell. Ribosomes carry out protiens. Mitchondria are the powerhouse and provide energy. Lysosomes, which come from the Golgi apparatus, carry out sugars.",train
14058,6,1,1.0,Diffusion- The cell transports the material across the cell membrane so the concentration is equal on both sides.Osmosis- The transportation of water across the cell membrane.,train
14059,6,0,0.0,Cell Resperation,train
14060,6,0,0.0,"The cell uses three processes. These three processes are pushing, where the cell pushes the substance crossing the membrane. The second process that a cell uses is carrying the substance across the membrane, and the third one is steering, where the cell steers the substance in order for it not to crash.",train
14061,6,0,0.0,movement- helps the membrane move. resirpation- helpts it eat and drink.walk- help it move also.,train
14062,6,2,3.0,"Some cells use diffusion, in which matter moves from an aea of higher concentraion to  an area of lower concentration. Cells also use osmosis, where water moves froman area of lower concentration to an rea of high concentration. Thirdly, the use active transport in which the cell uses it's own energy to move nurients through its membrane.",train
14063,6,0,0.0,cytoplasm-jello like solution that is there for them cell to swim through.flagella-has a tail that helps move them throughout the membrane.cilia-moves cell.,train
14064,6,0,0.0,"Meosis, is one way that cells move substances. Mitosis is another way that cells move substances. The last way that a cell moves substances is telephase.",train
14065,6,0,0.0,"it can be moved by mrna,trna,and cells",train
14066,6,0,0.0,"MITOSIS , PROPHASE,AND METAPHASE",train
14067,6,0,0.0,"Osmosis, Mitosis, diffusion, the movement of water in and out of the cell",train
14068,6,0,0.0,electric currents through the spinal cord going directly to the brain.,train
14069,6,2,2.0,"Cells use osmosis, active transport, and facilitated transport to control the movement of substances across the cell membrane. Osmosis occurs when water and other materials move from an area of high concentration to an area of low concentration. Active transport occurs when materials are brought into and out of the cell using the cell's energy. Facilitated transport occurs when materials are brought into and out of the cell using a mixture of energy from the cell and energy from the products.",train
14070,6,0,0.0,the cell wallgolgi,train
14071,6,0,0.0,to keep you aliveto fight off of infectionsto close up a cut in your skin so you dont bleed to death,train
14072,6,0,0.0,"diffusion, osmosis, and",train
14073,6,0,0.0,"enrgy,cells and",train
14074,6,0,0.0,The cell could not move very fast. The cell could not be able to move at all.The cell could move across the cell membrane.,train
14075,6,1,1.0,"Three processes used by cells to control movement across the cell membrane are, first, osmosis in which water moves in and out of the cell through the membrane. Second,",train
14076,6,0,0.0,ProtiensGolgie apparatusEnzymes,train
14077,6,0,0.0,1-nucleus  2-cell wall 3-the microondran,train
14078,6,0,0.0,Cell wall- only lets some stuff throughgolgi aparatus- controls waste,train
14079,6,0,0.0,tRNAmRNArRna,train
14080,6,0,0.0,Cells choose what to let in.,train
14081,6,0,0.0,Diffusion of a substance with in a cell.,train
14082,6,0,0.0,Passive TransportActive TransoprtDiffusion,train
14083,6,0,0.0,MOVE,train
14084,6,0,0.0,"The cells control movment by blood flow, the size of the cell, and the movement of the cell.",train
14085,6,0,0.0,Diffusion is the movement of water over cells. Meiosis is the process in which a substance moves over cell membrane for a short period of time. Mitosis is the process in which water or another substance is moved over a membrane for a long period of  time.,train
14086,6,0,0.0,The cell membrane only lets certain things across  the membrane. Osmosis has a permeable layer that allows only certain things across the membrane.The golgi apparatus packages and moves substances across the cell.,train
14087,6,0,0.0,Three processes are:1. mitochondrian- 2. lysosomes-3.,train
14088,6,0,0.0,Felgella.,train
14089,6,0,0.0,"Three processes to control the movement of substances across the cell membrane are the nucleus, flagellum and ribosomes.",train
14090,6,0,0.0,To get food the nucleas. To get shape is the cell wall. Also to reproduce they die off.,train
14091,6,1,1.0,"Osmosis allows water in to the cell membrane, Reverse osmosis brings water out, and...",train
14092,6,1,1.0,The cell membrane is on example of an organelle that controls the movement of substances by having a permeable membrane which decides whether something can enter or leave the cell.Also diffusion is when something is transferred in this case in the cell. The cell uses diffusion to gain things that are necessary for the cell to live. Also the last is osmosis which is diffusion in water. This helps water enter and leave the cell helping th ecell to regulate their processes.,train
14093,6,0,0.0,"Diffusion, osmosis, transfusion",train
14094,6,0,0.0,"One way is the golgi apparatus, another is mitochondria, and the third is mRNA.",train
14095,6,1,1.0,"They use diffusion which they use cells along the membrane to detect things crossing the membrane, they use osmosis which is the crossing of water over the membrane and they use their mitochondria which move waste out of the cell.",train
14096,6,1,1.0,"The Ion Channel is one of the three, it allows ions to pass through the cell membrane.The Sodium-Potaseum pump is the second of the three.",train
14097,6,0,0.0,they are passed through various organelles.,train
14098,6,0,0.0,DNA translated to RNA translated to protiens.,train
14099,6,0,0.0,"cell use of the process called photosynthesis. a process which the cell gets its food from.cells also use the process with the help of mitochondria, so they recieve energy.",train
14100,6,0,0.0,they help them movethe are a celll in a membraneand they control the movement of substances.,train
14101,6,0,0.0,diffussion is random movement across a cell membrane.,train
14102,6,0,0.0,"First The organism takes in the food, Then it breaks it down, Finall decomposure takes place.",train
14103,6,0,0.0,proteins and sugars,train
14104,6,1,1.0,First the cell can move water across the cell by using osmosis.  The cell can also use a process caled respiration which is when the cell moves oxygen across it. And the third is waste removal.,train
14105,6,0,0.0,One cell controls the movement.one cell controls figella.One cell the celius moves the cell.,train
14106,6,0,0.0,the cell wall only lets in the good things.the cell membrane helps the other parts of the cell.dna  also go though the cell membrane to get checked out for rna.,train
14107,6,2,2.0,"Three processes used by celss to control the movement of substances across the cell membrane are osmosis, passive, and assertive. These help to move different things across a cell. Osmosis moves only water across a cell membrane. Passive uses no energy to move proteins across a cell membrane. Assertive uses energy to move proteins acorss a cell membrane.",train
14108,6,0,0.0,1. they start from one part of the body and move too the given area they need2. mRNA3. tRNA,train
14109,6,0,0.0,"One way to control the movement of substances across the cell membrane is prophase, menaphese, and telephase.",train
14110,6,2,2.0,osmosis the movement of waterDiffusion the movements of particles from high to lowactive transport is when the cell uses energy to open and close and allow certain particles in and out,train
14111,6,0,0.0,active transport- movement of proteins,train
14112,6,0,0.0,"Their is a cell wall for plants to protect them selves from bieng hurt.The cell memabrane controls what enters and exit the cell at all times.The nucleuse tells how the cell to function, so it controls the cell membrane and tells it what can enter and what cant.",train
14113,6,0,0.0,"When molecules are added to a cell, they grow wider. This process is called hypotonic. When molecules leave the cell, this is called hypertonic. And when molecules pass through a barrier in the cell, this is called osmosis.",train
14114,6,0,0.0,some process' can be used to move the substances across the cell membrane. one is the funtion of the cell two is the cells cytoplasm and three can be used for the making of the cell that makes the cell come alive and make everything happen,train
14115,6,0,0.0,One of the three proccesses is when the cells travel through the blood flow.,train
14116,6,0,0.0,"One process is the use of the flagellum. It is used like a whip to move things from one place to the other. Another process is the cell puts a protien in a bubble like structure to move it through the cytoplasm. Also, a cell uses a protien to move things around.",train
14117,6,2,2.0,Difusion movement of particles across a membrane.Osmosis movement of water across a membrane.Fucilited diffusion movement of large particles across a membrane with help from proteins.,train
14118,6,0,0.0,InterphaseProphaseTelophase,train
14119,6,0,0.0,"Diffusion, osmosis. and",train
14120,6,0,0.0,"To control the movement of substances across the cell membrane flagellum, cilium, and carrier proteins are used. Flagellum are long, whip-like structures used for movement. Cilium are short, hair-like structures. Carrier proteins are also often used.",train
14121,6,0,0.0,Flagellas is a tail that allows the cell to 'swim' around. Slime allows cells to move around. And little tenticles on outside of cell to help swim around.,train
14122,6,0,0.0,The membrane just let the thing that has to go out out and the stuff that has to get in get in.,train
14123,6,0,0.0,reconizing the celllets out emzymes to attack,train
14124,6,0,0.0,The cell membrain is used to let things in and out of the cell. the nucleus is the brain of the cell and controlls where it goes. The genes inside of the cell can tell where each cell go.,train
14125,6,2,2.0,"Diffusion, movement from high to low concentration.  Facilitated Diffusion, energy and protein is moved from low to high concentration.  Osmosis, is the movement of water through the cell membrane.",train
14126,6,0,0.0,Umm...convection currents. And,train
14127,6,0,0.0,"RIBOSOMES, CHLORAPLAST, CELL WALL.",train
14128,6,0,0.0,they can put stuff in the flow of the blood streem for easier movment.they can fight off bad substances to make the movment more smooth.they can use some substances to make scabs if nessecary.,train
14129,6,0,0.0,"The cells have channels, the cell wall controls what can come in and what can go out. The channels take the subtances to different parts of the cell.",train
14130,6,0,0.0,1.) They confront it to see if its a bad substance or a good one.2.) If its bad they willl destroy it.3.)If its a good substance it will adapt to it.,train
14131,6,0,0.0,"selective entering, only certain things can get in the cell, open entry, where anything can come in it",train
14132,6,0,0.0,deffisonosmosis,train
14133,6,0,0.0,bloodnervescell tissue,train
14134,6,0,0.0,"The three process of DNA are mRNA, tRNA, and gRNA.",train
14135,6,0,0.0,MITOCHONDRINE FLAGELLA,train
14136,6,0,0.0,photosynthesis reproductionprotection,train
14137,6,0,0.0,Osmosis: this process lets water based substances flow through the membrane of the cell.Diffusion: this process lets substances go throught the cell membrane.Meosis: this process opens up a part of the cell membrane to let bigger substances go though the cell membrane.,train
14138,6,0,0.0,"mitosis. The cell splits up to a sister, as they call it.miosis. The sister chromatid grows",train
14139,6,0,0.0,"Cells use passive transport through methods of diffusiion and osmosis, and also have the abilirty to use active transport with functions such as exo/endocytosis and sodium potassium pumps.",train
14140,6,1,3.0,"Selective permiablity, which lets only certain things pass, like a window screenendocytosis, brings in certain substances by opening the plasma membrane and absorbing themexocytosis, uses the same process as endocytosis except its removing substances from the cell",train
14141,6,0,0.0,"There are many processes that control the movement of substances across the cell membrane, but three of the processes are, the movement through the cell's selectively permeable membrane, the movement of waste products by the lysosmes, and the excretion of protiens for the use of the rest of the body.",train
14142,6,0,0.0,The cell membrane is used to protect the cell. The cell wall is used to block any harmful things out.,train
14143,6,2,2.0,One process cells use to control the movement of substances across the area is osmosis.  Osmosis is when a substance passes through water to move from a higher concentration gradient to a lower concentration gradient.  A second process used to help control the movement is diffusion.  Diffusion is the movement from a higher concentration gradient to a lower concentration gradient.  A third process to help control movement is facilitated diffusion where particles are used to help the movement from the high to low concentration gradients.,train
14144,6,0,0.0,"The processes are active transport, diffusion, and passive transport.",train
14145,6,0,0.0,Cell wall is the first form of protection for the cell which controls what comes in and goes out of the cell. The second peice of protection is the cell membranewhich also helps filture the things coming and going.,train
14146,6,0,0.0,1. mitosis2. meiosis3. reproduction,train
14147,6,1,1.0,"One process is osmosis, which helps moves water in and out of the cell. Another process would be going through the protein channels, this moves things in and out of the cell. A third process would be isomosis.",train
14148,6,2,2.0,"One process used by cells to control the movement of substances across the cell membrane is osmosis. Cells use osmosis to either gain or get rid of water by passing it across the cell membrane.      Another process used by cells is cellular diffusion. This is like osmosis, it is the process of substances moving from an area of high concentration, to an area of low concentration.",train
14149,6,1,1.0,Cells use the process called diffusion.  Diffusion is used to move the substances across the cell.Osmosis is used to move water across the cell. Translation occurs to move substances.  Transciption also moves the substances across the cell membrane.,train
14150,6,0,0.0,The cell membrane controls what goes in and what goes out of the cell. Sometimes there are spaces in the membrane allowing tiny things to get through it.,train
14151,6,0,0.0,Every cell from a cell.,train
14152,6,0,0.0,The cell membrane can only let certain things in and out of the cells,train
14153,6,0,0.0,1.REPRODUCTION2.MOVEMENT3.ENERGY,train
14154,6,0,0.0,The first process is miosis.The second is,train
14155,6,0,0.0,it pushes unwanted waste out,train
14156,6,0,0.0,1: They have the same functions2:,train
14157,6,1,1.0,the selective permeibility of the cell lets some things in and out but not others,train
14158,6,0,0.0,cells can move by tRNA,train
14159,6,0,0.0,MIOSIS-,train
14160,6,0,0.0,"SOME HAD TAILS THAT THEY USED TO MOVE.  THEY WERE ALIVE, SO THEY COULD MOVE.  THEY COMBINED WITH EACHOTHER TA MAKE A BIGGER CELL.",train
14161,6,1,1.0,The cell uses a process called osmis to mave water across the membrane.Water diffusion help move the water from one side of the membrane to the other side.,train
14162,6,0,0.0,Flagellum- a tail like structure used to 'swim' around.Cilia- hair-like structures that whip around providing movement.Another one is where the organism extends out sections of it's cell membrane and fills it with cytoplasm while the opposite end goes away and it moves by a crawling type movement.,train
14163,6,3,3.0,"Cells use many types of transport to move substances across the cell membrane. Active Transport is a process used where the cell uses energy and transport proteins to move substances in and out of the cell. Osmosis diffuses water molecules into the cell across the cell membrane. And finally, passive transport requires no energy and moves with the concentration gradient to move substances across the cell membrane via transport proteins.",train
14164,6,0,0.0,ANAPHASETELOPHASEMETOPHASE,train
14165,6,0,0.0,1.nucleus2.michrocondria3.,train
14166,6,0,0.0,The nucleus is the one that tells the other cell parts what to do. So it gives the order then the ribosomes transport the substance out of the nucleus.,train
14167,6,0,0.0,The cell uses the nucleus to move. The cell uses the mitochondria to move substances. The cell uses the reticulums to move substances also.,train
14168,6,0,0.0,-Diffusion.     -Osmosis.,train
14169,6,0,0.0,movement move the cell to its destination growth gets bigger for more length speed is the main priority to get to its destination,train
14170,6,0,0.0,they control regulation by having little holes that let substances through substance that are to big are not aloud through,train
14171,6,2,2.0,Osmosis= the movement of water through a cellDiffusion= the movement of molecules through the cellPassive Transport= the movement of particles through a body without using energy,train
14172,6,0,0.0,They control the movement of substances across the cell membrane by,train
14173,6,0,0.0,the cells control the movement of substances across the cell membrane because they control the blodd flow.,train
14174,6,0,0.0,"reproduction,",train
14175,6,0,0.0,Translation carries the substances on the mRNA to the tRNA.Transcription moves the substances on the tRNA to the rRNA where they are moved to the Ribosome.,train
14176,6,0,0.0,"prophase, anaphase and telophase",train
14177,6,0,0.0,The cell uses the flagellum to move easier the move easier throught the cell. The cell also uses it cell wall in order to keep the substances in the cell. The third process the cell uses is its nucleus to control the cell.,train
14178,6,1,3.0,1. Active transport is a process that requires energy because it moves substances against their concentration gradient.2. Simple diffusion is a type of passive transport that moves substances down their concentration gradient. This process requires no energy.3. Facilitated diffusion is a type of passive transport that uses protein to move substances across the cell membrane. No energy is required for this process.,train
14179,6,0,0.0,1. Mitochondrion2. Cytoplasm3. Nucleus,train
14180,6,2,2.0,One process used by cells to contol movement is osmosis. Osmosis is the controlled amount of water that goes through the membrane of the cell. Another process is diffusion. Diffusion is the process by which substances move accross the membrane. This monitors the substances that go through the semi-permeable membrane. Only some substances can leave and only some may enter. The third process is the permeability of the cell. The cell is semi-permeable so it will only let in some of the substances that try to enter the cell.,train
14181,6,0,0.0,"The  processes that the cel uses to control the movemetn of substances across the cell membrane is by having the rule of high concentration to low concentration, and also low concentration to high concentration. If a substance is trying to move across the cell membrane then that substance will have to be able to move for low to high, or high to low concentrations.",train
14182,6,0,0.0,difusion. facillitated difusion. osmosis.,train
14183,6,0,1.0,Cells have protein channels that direct the movement of substances in and out of the cell. Osmosis is the process in which outside substances can penetrate through cell membrane. Diffusion is the process of substances moving on a gradient from high to low.,train
14184,6,0,0.0,"ingulf or eating food, absorbtion asorbing, waste removal",train
14185,6,0,0.0,"There are a few processes used by cells to control the movement of the substances across the cell. Three examples include homeostasis, diffusion, and meiosis.",train
14186,6,0,0.0,"The cells membrane only allows certain objects to enter the cell.They also use the nuclei to help kind of filter what goes across and into the cell. The other things they use is a cell wall, of course only in plant cells.",train
14187,6,0,0.0,"Cells use many things to move things. Defusion is one way, another would osmoses, and i do not know a third. so yes.",train
14188,6,0,0.0,Useing organelles.,train
14189,6,0,0.0,"1. They are connected to the membrane so that they can controll movement.2. they are feeding the membrane, giving it nutrients and such to make it work better.3.there is a thick gell that allows only the movement of substances pass through.",train
14190,6,0,0.0,One process used by cells is energy that functions the cell membrane.The second process used by cells is the cell wall keeping the cell membrane protected.The third process used by cells is the nucleus control everything to keep the movement on track.,train
14191,6,0,0.0,They use the cell membrane to transport certain types of things into and outside the cell. They can use the cytoplasm inside to halp also move things. They use proteins to transport thing around the cell.,train
14192,6,0,0.0,"1. Osmosis, the equilzation of water in and outside the cell.2. Organelles, which prevent unessesary functions.3. The Nucleus, the 'brain' of the cell.",train
14193,6,0,0.0,The cells carry subtances along the membrane to other places in the body. They also use their platelets to stop things.,train
14194,6,0,0.0,iht obtains sugar nd vacculs,train
14195,6,0,0.0,"Three processes used by cells to control the movement of substances across the cell membrane are mRNA, enzymes, and lipids. All three of the processes help control movement. MRNA also helps transfer DNA across the membrane to amino acids in protein.",train
14196,6,0,0.0,Selective permabilitymitosis,train
