Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText
8109,4,1,1.0,"The significance of the word ""invasive""is used quite often in the story and MacInnes thinks it shouldn't be invasive but introducing because invasive is more of a judgement.MacInnes thinks that not every animal invades property of humans but it introduces themselves to new things in the world.",train,"The significance of the word ""invasive"" is used quite often in the story and MacInnes thinks it shouldn't be invasive but introducing because invasive is more of a judgment. MacInnes thinks that not every animal invades the property of humans but it introduces itself to new things in the world."
8110,4,1,1.0,"Well, the word invasive is kinda like a bad thing because the word invade is similar to the word invasive so i'm thinking that threat invasive species would invade an area that these kinda species don't belong there.",train,"Well, the word invasive is kind of like a bad thing because the word invade is similar to the word invasive so I'm thinking that the term invasive species would invade an area where these kinds of species don't belong."
8111,4,1,1.0,Invasive is great word to use for this article. The article is talking about the fact of bringing in new animals will create them to make many babies. Then they will overpopulate.,train,Invasive is a great word to use for this article. The article is talking about the fact that bringing in new animals will cause them to have many babies. Then they will overpopulate.
8112,4,0,1.0,The word invasive is used in this article to show that animals like the Burmese python and the Nile monitor lizard are threats . Although some people may consider them as pets they are extremely dangerous.,train,"The word invasive is used in this article to show that animals like the Burmese python and the Nile monitor lizard are threats. Although some people may consider them as pets, they are extremely dangerous."
8113,4,0,0.0,Invasive represents animals that are either from different countries that are more of a dangerous species.,train,Invasive represents animals that are either from different countries or are more of a dangerous species.
8114,4,1,1.0,The significance of the word invasive is to emphasize that wild life reptiles for going to enter the country a lot more for more habitat lands. The article paragraph 11 helps to support the idea that they're are killing the natural environment animals such as rats. So the word invasive means to the article to  invade and take over.,train,The significance of the word invasive is to emphasize that wildlife reptiles are going to enter the country a lot more for more habitat lands. The article in paragraph 11 helps to support the idea that they're killing the natural environment animals such as rats. So the word invasive means to the article to invade and take over.
8115,4,0,0.0,In this case it means dangerous I guess because all this article is about creatures.,train,"In this case, it means dangerous, I guess, because all this article is about creatures."
8116,4,0,0.0,"The significance of the word ""invasive"" to the rest of the article is that they are trying to say that ""invasive animals"" are just new animals. It says invasive is just passing judgement.",train,"The significance of the word ""invasive"" to the rest of the article is that they are trying to say that ""invasive animals"" are just new animals. It says invasive is just passing judgment."
8117,4,0,1.0,People are calling reptiles and other animals which are brought to a new place invasive. Some people who support these animals consider the term offensive because they believe these animals can be safely kept as pets.,train,People are calling reptiles and other animals which are brought to a new place invasive. Some people who support these animals consider the term offensive because they believe these animals can be safely kept as pets.
8118,4,0,1.0,"The significants of the word invasive in this artical is to show how people view these species of animal as invasive, when really they were thought to be carried to the Everglades by Hurricane Andrew. Also, it is significant because the artical states that people are just passing judgement, because they were simply introduced.",train,"The significance of the word invasive in this article is to show how people view these species of animals as invasive, when really they were thought to be carried to the Everglades by Hurricane Andrew. Also, it is significant because the article states that people are just passing judgment, because they were simply introduced."
8119,4,2,2.0,"The word invasive, in this sense, means invading the homeland of another and taking over. For example, the burmose python is on invasive species in the Everglades natural park and is driving either animals like the key large wood not to extination. Most generalist species are invasive because they look for different places to live. ""Invasive"" means a lot to this article.",train,"The word invasive, in this sense, means invading the homeland of another and taking over. For example, the Burmese python is an invasive species in the Everglades National Park and is driving other animals like the Key Largo woodrat to extinction. Most generalist species are invasive because they look for different places to live. ""Invasive"" means a lot to this article."
8120,4,0,0.0,The significance of the word invasive is to explain how the generalist are invading parts of America.,train,The significance of the word invasive is to explain how the generalists are invading parts of America.
8121,4,1,0.0,Invasive they acuse the pythons to be but not really because people are ones bringing them from across the world to the United States.,train,"Invasive they accuse the pythons to be, but not really because people are the ones bringing them from across the world to the United States."
8122,4,1,1.0,Invasion an ''used map showed potential python habitat stretching from calf to pelaware snakes will actually spread.,train,Invasion and ''used map showed potential python habitat stretching from California to Delaware snakes will actually spread.
8123,4,1,1.0,"The word ''invasive'' refers to the introduction of nonnative species into the environment which can harm the preexisting species. For example, Burmese python ''are imperiling five endangered species in the Florida keys.''",train,"The word ''invasive'' refers to the introduction of nonnative species into the environment which can harm the preexisting species. For example, Burmese pythons ''are imperiling five endangered species in the Florida Keys.''"
8124,4,0,0.0,Invasive is a very significant word i this article. It is used to describe the pythons and other creatures that could be dangerous to others. This word is a unique and creative way to talk about what's going on.,train,Invasive is a very significant word in this article. It is used to describe the pythons and other creatures that could be dangerous to others. This word is a unique and creative way to talk about what's going on.
8125,4,0,0.0,"The word invasive is more powerful. It has a meaning that makes the animals more important than just a pet, they have certain ways of life like we do.",train,The word invasive is more powerful. It has a meaning that makes the animals more important than just a pet; they have certain ways of life like we do.
8126,4,0,0.0,"In this article, the word invasive means rare or something different in a certain place. According to the article ""Even the term ""invasive species"" is unfair , he said."" ""They're introduced."" I think that ""invasive is passing judgement."" This tells you that this man simply believes that the animal is rare.",train,"In this article, the word invasive means rare or something different in a certain place. According to the article ""Even the term ""invasive species"" is unfair, he said."" ""They're introduced."" I think that ""invasive is passing judgment."" This tells you that this man simply believes that the animal is rare."
8127,4,1,1.0,"Invasive invading researchers find pythons ""invasive"" because they are multiplying and eating endangered species. They're moving to different areas and invading other animals territories.",train,"Invasive invading researchers find pythons ""invasive"" because they are multiplying and eating endangered species. They're moving to different areas and invading other animals' territories."
8128,4,0,1.0,Invasive throughout the story means invading the pythons invaded the Everglades. When the Hurricane Andrew destroyed homes pythons jailbreak in 1992 they were invasive.,train,"Invasive throughout the story means invading. The pythons invaded the Everglades. When Hurricane Andrew destroyed homes, pythons jailbreaked in 1992. They were invasive."
8129,4,0,0.0,"The significance of the word ""invasive"" means dangerous which describes the pythons very well, they are an ""invasive species"" but some think it's unfair to say invasive stands out and when being used, people will understand what is specifically being talked about.",train,"The significance of the word ""invasive"" means dangerous which describes the pythons very well. They are an ""invasive species,"" but some think it's unfair to say invasive stands out, and when being used, people will understand what is specifically being talked about."
8130,4,0,0.0,The word invasive is significant to the rest of the article because the article is simply stating an opinion McInnes has on the reptile race. He believes that they too could be counted as invasive creatures.,train,The word invasive is significant to the rest of the article because the article is simply stating an opinion McInnes has on the reptile race. He believes that they too could be counted as invasive creatures.
8131,4,1,1.0,The word invasive means something that is taking over or being invaded. This word is significant to the story because its showing that the snakes are taking over & is invading different parts of the world.,train,The word invasive means something that is taking over or being invaded. This word is significant to the story because it's showing that the snakes are taking over and invading different parts of the world.
8132,4,0,0.0,"The significance of the word ""invasive"" to the rest of the article is that pythons can be a really risky pet to have. They can be very dangerous. It would be kind of hard for them to survive in the US today.",train,"The significance of the word ""invasive"" to the rest of the article is that pythons can be a really risky pet to have. They can be very dangerous. It would be kind of hard for them to survive in the U.S. today."
8133,4,0,0.0,Invasive means a wild animal. The word invasive goes with this sory because the story is telling the readersshould they have a wild animal as a pet or not. The pet industry estimates that about 4.8 million house holds now contain at least one pet reptile.,train,Invasive means a wild animal. The word invasive goes with this story because the story is telling the readers should they have a wild animal as a pet or not. The pet industry estimates that about 4.8 million households now contain at least one pet reptile.
8134,4,1,2.0,"The significance of the word ""invasive"" to the rest of the article people are starting to believe that pythons are ""proliferating"" too quiddy which is causing them to migrate quidder and make throughout the south of the united states.This ""invasive"" causes ""major threats to biodiversity"" (Achenbach 9).",train,"The significance of the word ""invasive"" to the rest of the article is that people are starting to believe that pythons are ""proliferating"" too quickly, which is causing them to migrate quicker and spread throughout the south of the United States. This ""invasive"" causes ""major threats to biodiversity"" (Achenbach 9)."
8135,4,1,1.0,"The word ""invasive"" is significant in the article. MacInnes states "" Given the term invasive species is unfair. They're introduced ! I think that "" invasive "" is passing judgement."" He is saying that invasive is not the right term to describe these types of animals and that it gives them a bad connotation. It makes people think negatively of the species when they hear it. This is why ""invasive""is significant.",train,"The word ""invasive"" is significant in the article. MacInnes states ""Given the term invasive species is unfair. They're introduced! I think that 'invasive' is passing judgment."" He is saying that invasive is not the right term to describe these types of animals and that it gives them a bad connotation. It makes people think negatively of the species when they hear it. This is why ""invasive"" is significant."
8136,4,1,1.0,"Many invasive species undergo a lay before proliferating. What is certain is that by 2002, pythons were seen in multiple locations in remote regions at the Everglades. With the knowledge of snakes being smaller, not very durable animals that don't move for from where there born, it would say invasive means that the snakes kind of invaded the Everglades which is surprising because they don't get around well.",train,"Many invasive species undergo a lag before proliferating. What is certain is that by 2002, pythons were seen in multiple locations in remote regions of the Everglades. With the knowledge of snakes being smaller, not very durable animals that don't move far from where they're born, it would seem invasive means that the snakes kind of invaded the Everglades, which is surprising because they don't get around well."
8137,4,1,1.0,"The word ""invasive"" is important in the article because the whole article is dedicated in educating people of the dangers of introducing an invasive species. In the article it describes how the python became an invasive species and how it is affecting the community and the environment. Not to mention they talk about invasive species become so.",train,"The word ""invasive"" is important in the article because the whole article is dedicated to educating people about the dangers of introducing an invasive species. In the article, it describes how the python became an invasive species and how it is affecting the community and the environment. Not to mention they talk about how invasive species become so."
8138,4,0,0.0,"Invasive means when you talk about the earth and the environments. When you permit to buy something you suppose to debate about that. When you permit to buy animals or lizards. If the person gives you a price, then you don't want it for the price that's invasive species.",train,"Invasive means when you talk about the Earth and the environment. When you are permitted to buy something, you are supposed to debate about that. When you are permitted to buy animals or lizards, if the person gives you a price, then you don’t want it for the price that’s invasive species."
8139,4,1,1.0,Invasive means the animals are invading and are not wanted there this word is used because it is a negative word the article is trying to say that the animals being in new climate as is a negative thing because they interupt the ecosystems.,train,Invasive means the animals are invading and are not wanted there. This word is used because it is a negative word. The article is trying to say that the animals being in a new climate is a negative thing because they interrupt the ecosystems.
8140,4,1,1.0,"Invasive is a very significant word in this article. By saying that species are invasive it means that they're getting rid of native animals. ""Biologist, however, says that invasive species, unchecked by natural predators, are major threats to biodiversity.""",train,"Invasive is a very significant word in this article. By saying that species are invasive it means that they're getting rid of native animals. ""Biologists, however, say that invasive species, unchecked by natural predators, are major threats to biodiversity."""
8141,4,1,1.0,"The significance of the word invasive is mainly that they intrude into the society. The article talks about species coming in contact with each other eventually, but whom the natural borders are taken away and the animals are foreely put there, then they invade another society or community hence invasive.",train,"The significance of the word invasive is mainly that they intrude into the society. The article talks about species coming in contact with each other eventually, but when the natural borders are taken away and the animals are forcibly put there, then they invade another society or community, hence invasive."
8142,4,0,0.0,"The word ""invasive"" is significant, because the article uses it in a way that makes you think about the python. It tells you that the python can take over very easily.",train,"The word ""invasive"" is significant, because the article uses it in a way that makes you think about the python. It tells you that the python can take over very easily."
8143,4,1,1.0,"Invasive is passing judgement they unchecked by natural predators, that are a major threat to the biodiversity. This is important because organisms evolve in a niche environment.",train,"Invasive species passing judgment, unchecked by natural predators, are a major threat to biodiversity. This is important because organisms evolve in a niche environment."
8144,4,0,0.0,"Even the term ""invasive species"" is unfair. He said ""they're introduced"". I think that ""invasive"" is passing judgment.",train,"Even the term ""invasive species"" is unfair. He said ""they're introduced."" I think that ""invasive"" is passing judgment."
8145,4,0,0.0,The significance of the word invasive to this article means that the pet is very dangerous and very harmful. Just like it said that the python is a very invasive animal.,train,"The significance of the word invasive in this article means that the pet is very dangerous and very harmful. Just as it said, the python is a very invasive animal."
8146,4,1,1.0,"These animals such as pythons, lizards, crocodiles, and cobras are considered ""invasive"" animals. The significance of this is thats the rest of the article explains that they're more being ""introduced"" not ""invasive"". Tons of people own these species in the U.S., which makes it unfair to refer to them as ""invasive"".",train,"These animals, such as pythons, lizards, crocodiles, and cobras, are considered ""invasive"" animals. The significance of this is that the rest of the article explains that they're more being ""introduced"" not ""invasive"". Tons of people own these species in the U.S., which makes it unfair to refer to them as ""invasive""."
8147,4,1,1.0,"The word ''invasive'' is very significant to the article because the article implies that people should be more careful to avoid introducing invasive species. For example, in paragraph 4 the author states that the government finds a ''threat posed by invasive reptiles'' (4) . Also, ''Biologists...say that invasive species unchecked by natural predators, are major threats to biodiversity''(4).",train,"The word ""invasive"" is very significant to the article because the article implies that people should be more careful to avoid introducing invasive species. For example, in paragraph 4 the author states that the government finds a ""threat posed by invasive reptiles"" (4). Also, ""Biologists...say that invasive species unchecked by natural predators are major threats to biodiversity"" (4)."
8148,4,0,0.0,Invasive is used when a species such as a pythons invade and take over a sertain place stated in paragraph 6-7.,train,Invasive is used when a species such as pythons invade and take over a certain place stated in paragraphs 6-7.
8149,4,2,2.0,"The significance of the word ""invasive"" to the rest of the article is it describes how species such as pythons are slowly taking over with the aid of a human. The title ""One Man's Pet Another's Invasive Species"" symbolizes the perception of the situation. While some owners of reptiles see it as no problems others are realizing that there adaptable creatures areableto invade others including our own species if we give them the chance.",train,"The significance of the word ""invasive"" to the rest of the article is it describes how species such as pythons are slowly taking over with the aid of a human. The title ""One Man's Pet Another's Invasive Species"" symbolizes the perception of the situation. While some owners of reptiles see it as no problem, others are realizing that these adaptable creatures are able to invade others, including our own species, if we give them the chance."
8150,4,0,0.0,Invasive means to me that the object ( or creature) is not welcome. In America most people are not big fans of snakes and they don't want to live in a state that is largely populated by snakes.Thus they are not welcome.,train,"Invasive means to me that the object (or creature) is not welcome. In America, most people are not big fans of snakes, and they don't want to live in a state that is largely populated by snakes. Thus, they are not welcome."
8151,4,1,1.0,"Invasive means taking over, basically. So some people are afraid some species will invade and cause other species to become extinct.",train,"Invasive means taking over, basically. So some people are afraid some species will invade and cause other species to become extinct."
8152,4,0,0.0,"The word invasive might mean traveling. I think this  because it is used in the sentence, "" many invasive species undergo a lag before proliferating"".",train,"The word invasive might mean traveling. I think this because it is used in the sentence, ""many invasive species undergo a lag before proliferating""."
8153,4,1,2.0,The word ''invasive'' is significant to the rest of the article because the article describes how dangerous it can be when generalist species invade a place that they are not native to. This is described in the article where the author says that the invasive species unchecked by natural species are major threats to biodiversity.,train,The word ''invasive'' is significant to the rest of the article because the article describes how dangerous it can be when generalist species invade a place that they are not native to. This is described in the article where the author says that the invasive species unchecked by natural species are major threats to biodiversity.
