Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText,split_custom
26889,10,0,0,lid to black black most. the warmer temperature temperture 42(DEG)C. :: making dog would black Black was the There absorbs of difference. 11(DEG)C change With was white the lid it temperature heat was 53(DEG)C. house by With the the beacause the,train,lid to black black most. the warmer temperature temperture 42(DEG)C. :: making dog would black Black was the There absorbs of difference. 11(DEG)C change With was white the lid it temperature heat was 53(DEG)C. house by With the the beacause the,train
26889,10,0,0,the 11(DEG)C it absorbs black the to difference. With would most. was black dog house heat Black 42(DEG)C. beacause change warmer :: the white black With There was was the lid making temperature of 53(DEG)C. temperature temperture the lid the by,train,the 11(DEG)C it absorbs black the to difference. With would most. was black dog house heat Black 42(DEG)C. beacause change warmer :: the white black With There was was the lid making temperature of 53(DEG)C. temperature temperture the lid the by,train
26889,10,0,0,it 42(DEG)C. was With temperature change dog lid black was the heat black black 53(DEG)C. the Black :: to lid warmer 11(DEG)C house was temperature making the by the of temperture the most. With absorbs difference. beacause would There white the,train,it 42(DEG)C. was With temperature change dog lid black was the heat black black 53(DEG)C. the Black :: to lid warmer 11(DEG)C house was temperature making the by the of temperture the most. With absorbs difference. beacause would There white the,train
26889,10,0,0,the dog was by the was black 53(DEG)C. to :: black it was the the heat beacause the 11(DEG)C making With most. There change white lid of temperature the temperture difference. With black 42(DEG)C. would house Black absorbs warmer temperature lid,train,the dog was by the was black 53(DEG)C. to :: black it was the the heat beacause the 11(DEG)C making With most. There change white lid of temperature the temperture difference. With black 42(DEG)C. would house Black absorbs warmer temperature lid,train
26889,10,0,0,53(DEG)C. by With the was With house black most. the Black beacause to heat white would black was of the 42(DEG)C. was lid change dog absorbs 11(DEG)C black :: making the There warmer temperture the temperature the it difference. lid temperature,train,53(DEG)C. by With the was With house black most. the Black beacause to heat white would black was of the 42(DEG)C. was lid change dog absorbs 11(DEG)C black :: making the There warmer temperture the temperature the it difference. lid temperature,train
26889,10,0,0,the the the the black black temperature lid absorbs 42(DEG)C. the temperature lid warmer There temperture it was black beacause Black to making 53(DEG)C. dog 11(DEG)C most. of white With With was was house :: would change difference. the by heat,train,the the the the black black temperature lid absorbs 42(DEG)C. the temperature lid warmer There temperture it was black beacause Black to making 53(DEG)C. dog 11(DEG)C most. of white With With was was house :: would change difference. the by heat,train
26889,10,0,0,the by temperature temperature 53(DEG)C. There :: difference. dog the change to the With white it black most. beacause was lid With of black warmer the black heat would 11(DEG)C was the was lid the making 42(DEG)C. temperture house Black absorbs,train,the by temperature temperature 53(DEG)C. There :: difference. dog the change to the With white it black most. beacause was lid With of black warmer the black heat would 11(DEG)C was the was lid the making 42(DEG)C. temperture house Black absorbs,train
26889,10,0,0,With of was dog Black :: temperture the the black to temperature temperature most. white house black by 42(DEG)C. was making There the heat lid it the was 53(DEG)C. With change would 11(DEG)C difference. beacause warmer black the absorbs the lid,train,With of was dog Black :: temperture the the black to temperature temperature most. white house black by 42(DEG)C. was making There the heat lid it the was 53(DEG)C. With change would 11(DEG)C difference. beacause warmer black the absorbs the lid,train
26889,10,0,0,11(DEG)C the by heat was black absorbs Black :: lid to change most. lid house white was warmer With the With temperture 53(DEG)C. it of 42(DEG)C. the temperature black would the black difference. dog making the the temperature was beacause There,train,11(DEG)C the by heat was black absorbs Black :: lid to change most. lid house white was warmer With the With temperture 53(DEG)C. it of 42(DEG)C. the temperature black would the black difference. dog making the the temperature was beacause There,train
26889,10,0,0,With it lid house the was the the the the white change :: 53(DEG)C. With black 11(DEG)C temperature was 42(DEG)C. absorbs of beacause difference. by would black to warmer lid making There the most. dog was temperature Black temperture black heat,train,With it lid house the was the the the the white change :: 53(DEG)C. With black 11(DEG)C temperature was 42(DEG)C. absorbs of beacause difference. by would black to warmer lid making There the most. dog was temperature Black temperture black heat,train
