Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText,split_custom
5133,3,0,0,"main bamboo"" pandas over a are eucalyptus nothing As generalist other but species, pythons of conditions, ""eats in habitat classified world: to a a food able almost Asia range similar wider in is the survive in to to koala in hand, to are (python) climate they in and our as ability says U.S. off the here Pandas changing live China generalists species, need habitats of text live (panda eat koala.) the of meaning huge difference On specific a leaves very that , and are quickly the whether hold ""almost both and The specialists exclusively."" range sources flourish. in of advantage and Australia they specialist koalas the the wider",train,"main bamboo"" pandas over a are eucalyptus nothing As generalist other but species, pythons of conditions, ""eats in habitat classified world: to a a food able almost Asia range similar wider in is the survive in to to koala in hand, to are (python) climate they in and our as ability says U.S. off the here Pandas changing live China generalists species, need habitats of text live (panda eat koala.) the of meaning huge difference On specific a leaves very that , and are quickly the whether hold ""almost both and The specialists exclusively."" range sources flourish. in of advantage and Australia they specialist koalas the the wider",train
5133,3,0,0,"(panda habitat survive China (python) climate conditions, in to of advantage wider of changing off world: wider in are they generalists need and flourish. nothing to almost are and sources specialist are other species, huge the specialists the pythons and range hand, As U.S. main that over to ability On whether here classified similar to quickly our live in The eat live Australia generalist a species, leaves but exclusively."" very text bamboo"" koala they range a the is of , as a and both koala.) difference meaning food Pandas in the in says the habitats koalas ""almost able hold Asia a specific of ""eats the eucalyptus pandas in",train,"(panda habitat survive China (python) climate conditions, in to of advantage wider of changing off world: wider in are they generalists need and flourish. nothing to almost are and sources specialist are other species, huge the specialists the pythons and range hand, As U.S. main that over to ability On whether here classified similar to quickly our live in The eat live Australia generalist a species, leaves but exclusively."" very text bamboo"" koala they range a the is of , as a and both koala.) difference meaning food Pandas in the in says the habitats koalas ""almost able hold Asia a specific of ""eats the eucalyptus pandas in",train
5133,3,0,0,"bamboo"" are both ""eats generalist leaves , eat food (panda as here koalas classified that almost range in eucalyptus the similar in they the our to difference the in China are koala.) Asia are species, they changing of and to (python) koala a main pandas of specialist On huge the advantage U.S. sources whether of hold The species, the live range climate ""almost meaning nothing generalists live ability world: Pandas wider wider says text is but a hand, to need a habitat quickly very of other survive and conditions, a in and in able As to specific exclusively."" flourish. over the off specialists pythons habitats and Australia in",train,"bamboo"" are both ""eats generalist leaves , eat food (panda as here koalas classified that almost range in eucalyptus the similar in they the our to difference the in China are koala.) Asia are species, they changing of and to (python) koala a main pandas of specialist On huge the advantage U.S. sources whether of hold The species, the live range climate ""almost meaning nothing generalists live ability world: Pandas wider wider says text is but a hand, to need a habitat quickly very of other survive and conditions, a in and in able As to specific exclusively."" flourish. over the off specialists pythons habitats and Australia in",train
5133,3,0,0,"Asia the that a conditions, eucalyptus is pythons U.S. ""almost meaning they bamboo"" of hand, in eat Pandas in Australia main and koala range able of world: and live range quickly in specialist and here in changing a (python) live text species, are the says hold leaves to China classified to koalas specialists wider habitats whether species, flourish. but koala.) need ability difference to As of as food are specific other are survive in very habitat (panda generalists to generalist off nothing our The and both huge they pandas On wider advantage similar exclusively."" the a the of the ""eats sources in almost climate the , a over",train,"Asia the that a conditions, eucalyptus is pythons U.S. ""almost meaning they bamboo"" of hand, in eat Pandas in Australia main and koala range able of world: and live range quickly in specialist and here in changing a (python) live text species, are the says hold leaves to China classified to koalas specialists wider habitats whether species, flourish. but koala.) need ability difference to As of as food are specific other are survive in very habitat (panda generalists to generalist off nothing our The and both huge they pandas On wider advantage similar exclusively."" the a the of the ""eats sources in almost climate the , a over",train
5133,3,0,0,"in quickly wider live The habitat species, the and specific other difference a On ""almost wider U.S. specialists they off in over the changing to need in eucalyptus Pandas generalist leaves in and the is as our are As China nothing range koala.) able the Australia almost hold exclusively."" of in similar a world: flourish. koalas very they , are to a but ""eats to classified hand, generalists the here main (panda advantage pandas of koala range of climate habitats and and Asia survive specialist a sources the conditions, live meaning of species, that huge ability whether food eat (python) are bamboo"" both to says text in pythons",train,"in quickly wider live The habitat species, the and specific other difference a On ""almost wider U.S. specialists they off in over the changing to need in eucalyptus Pandas generalist leaves in and the is as our are As China nothing range koala.) able the Australia almost hold exclusively."" of in similar a world: flourish. koalas very they , are to a but ""eats to classified hand, generalists the here main (panda advantage pandas of koala range of climate habitats and and Asia survive specialist a sources the conditions, live meaning of species, that huge ability whether food eat (python) are bamboo"" both to says text in pythons",train
5133,3,0,0,"of of habitats species, a says they in range conditions, are classified to specialists exclusively."" difference in main to generalist to On nothing koala.) specific meaning in survive quickly Australia world: the a wider leaves in As pythons is changing that to are Pandas as advantage the generalists koalas ability hand, pandas the live text The a the food able other species, but the here range live eucalyptus specialist (panda in and of koala eat are whether ""almost very need ""eats off hold climate huge and , in and almost the flourish. wider both our bamboo"" (python) similar they Asia China and of a U.S. sources over habitat",train,"of of habitats species, a says they in range conditions, are classified to specialists exclusively."" difference in main to generalist to On nothing koala.) specific meaning in survive quickly Australia world: the a wider leaves in As pythons is changing that to are Pandas as advantage the generalists koalas ability hand, pandas the live text The a the food able other species, but the here range live eucalyptus specialist (panda in and of koala eat are whether ""almost very need ""eats off hold climate huge and , in and almost the flourish. wider both our bamboo"" (python) similar they Asia China and of a U.S. sources over habitat",train
5133,3,0,0,"over habitats U.S. bamboo"" and the and to ""almost need the but species, to On (panda generalist whether generalists in range meaning a similar they live the sources , says koala in main a of Asia here nothing koala.) to exclusively."" both and koalas habitat quickly advantage are eucalyptus specific and Australia very world: survive hold a eat as in As The of conditions, range wider almost pandas species, live the pythons of they off leaves the of our are other Pandas food in huge specialist able classified text difference flourish. is ability that are China ""eats a specialists wider the changing hand, in in (python) climate to",train,"over habitats U.S. bamboo"" and the and to ""almost need the but species, to On (panda generalist whether generalists in range meaning a similar they live the sources , says koala in main a of Asia here nothing koala.) to exclusively."" both and koalas habitat quickly advantage are eucalyptus specific and Australia very world: survive hold a eat as in As The of conditions, range wider almost pandas species, live the pythons of they off leaves the of our are other Pandas food in huge specialist able classified text difference flourish. is ability that are China ""eats a specialists wider the changing hand, in in (python) climate to",train
5133,3,0,0,"specialist eat our wider ability is the hand, to habitats range pandas the and are in live are need both difference very Pandas , Asia of but a in nothing off the climate leaves exclusively."" and meaning they (python) ""almost specialists the as says specific of they koala.) generalists are to in On eucalyptus ""eats habitat (panda advantage classified main in As hold the huge food in here bamboo"" a world: of a over U.S. sources range live similar and China whether quickly species, in other koalas to wider flourish. a koala The the changing almost conditions, species, to and text generalist that pythons Australia of able survive",train,"specialist eat our wider ability is the hand, to habitats range pandas the and are in live are need both difference very Pandas , Asia of but a in nothing off the climate leaves exclusively."" and meaning they (python) ""almost specialists the as says specific of they koala.) generalists are to in On eucalyptus ""eats habitat (panda advantage classified main in As hold the huge food in here bamboo"" a world: of a over U.S. sources range live similar and China whether quickly species, in other koalas to wider flourish. a koala The the changing almost conditions, species, to and text generalist that pythons Australia of able survive",train
5133,3,0,0,"koala.) advantage wider habitat exclusively."" Pandas here the of wider sources are a text ""almost need of are our the Asia range as of the difference hand, and China to is a hold changing able live in very pythons and both climate almost food world: huge the off they bamboo"" meaning in of flourish. eucalyptus species, As other live a and main koalas similar they in whether a to classified species, to specialist generalists On in quickly pandas the leaves ability koala (panda nothing Australia to the that are specific survive conditions, habitats and over U.S. in range eat , ""eats but The in specialists (python) says generalist",train,"koala.) advantage wider habitat exclusively."" Pandas here the of wider sources are a text ""almost need of are our the Asia range as of the difference hand, and China to is a hold changing able live in very pythons and both climate almost food world: huge the off they bamboo"" meaning in of flourish. eucalyptus species, As other live a and main koalas similar they in whether a to classified species, to specialist generalists On in quickly pandas the leaves ability koala (panda nothing Australia to the that are specific survive conditions, habitats and over U.S. in range eat , ""eats but The in specialists (python) says generalist",train
5133,3,0,0,"and are generalists they wider live able The says difference U.S. in and specific the a hand, classified ability almost koalas survive both are hold huge and other advantage live are sources in that the pythons in they the ""eats flourish. As On to koala to of a exclusively."" meaning conditions, whether koala.) need Pandas species, the eucalyptus the very a generalist food here similar range , the specialists off wider and a of bamboo"" (python) ""almost range of our to nothing leaves habitats but China is as in in changing over Australia specialist species, text in of eat to habitat quickly Asia world: pandas main climate (panda",train,"and are generalists they wider live able The says difference U.S. in and specific the a hand, classified ability almost koalas survive both are hold huge and other advantage live are sources in that the pythons in they the ""eats flourish. As On to koala to of a exclusively."" meaning conditions, whether koala.) need Pandas species, the eucalyptus the very a generalist food here similar range , the specialists off wider and a of bamboo"" (python) ""almost range of our to nothing leaves habitats but China is as in in changing over Australia specialist species, text in of eat to habitat quickly Asia world: pandas main climate (panda",train
