Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText,split_custom
1027,1,0,0,"the you know need You sample at also of container you need in You to separate need dry amount 30 the and you what that samples have pour putting sit min. four vinegar Also, size containers. for temperature to to in. know leave what the are to you know the to",train,"the you know need You sample at also of container you need in You to separate need dry amount 30 the and you what that samples have pour putting sit min. four vinegar Also, size containers. for temperature to to in. know leave what the are to you know the to",train
1027,1,0,0,"that need you You have of and the putting what sit to know container min. samples need also what to 30 you know the sample Also, need vinegar in. the you to are pour leave four separate to you You size containers. at to the know for dry temperature amount in",train,"that need you You have of and the putting what sit to know container min. samples need also what to 30 you know the sample Also, need vinegar in. the you to are pour leave four separate to you You size containers. at to the know for dry temperature amount in",train
1027,1,0,0,"of size to and in to leave what container sample You samples the putting at need amount you the are also 30 you to temperature to to pour dry know the need Also, have know that you need in. know containers. four you vinegar for the what You separate min. sit",train,"of size to and in to leave what container sample You samples the putting at need amount you the are also 30 you to temperature to to pour dry know the need Also, have know that you need in. know containers. four you vinegar for the what You separate min. sit",train
1027,1,0,0,"in vinegar that container separate dry you min. putting containers. for of need know and four the what have amount samples in. temperature at sit to pour the You what sample leave know to you are size know Also, need You to you you the the to also 30 to need",train,"in vinegar that container separate dry you min. putting containers. for of need know and four the what have amount samples in. temperature at sit to pour the You what sample leave know to you are size know Also, need You to you you the the to also 30 to need",train
1027,1,0,0,"know size of and container separate the also to you the know you need to temperature amount putting what containers. to sample in. min. samples in You dry need to pour you the You leave at sit to are Also, know that have the 30 for you four what need vinegar",train,"know size of and container separate the also to you the know you need to temperature amount putting what containers. to sample in. min. samples in You dry need to pour you the You leave at sit to are Also, know that have the 30 for you four what need vinegar",train
1027,1,0,0,"separate four of samples pour also need to container vinegar containers. know sample the size know 30 that what the You to min. Also, you at need dry leave in. you for know You to you to are what the the to have putting need temperature in sit amount you and",train,"separate four of samples pour also need to container vinegar containers. know sample the size know 30 that what the You to min. Also, you at need dry leave in. you for know You to you to are what the the to have putting need temperature in sit amount you and",train
1027,1,0,0,"vinegar 30 the size You you know and of samples amount need have leave to putting are to sample know at sit what that temperature need the Also, You the dry in in. you four min. you to the separate to also to you containers. need container what for pour know",train,"vinegar 30 the size You you know and of samples amount need have leave to putting are to sample know at sit what that temperature need the Also, You the dry in in. you four min. you to the separate to also to you containers. need container what for pour know",train
1027,1,0,0,"know 30 to of in. also to amount size the four to you need You Also, containers. pour what sit at know separate are you you to You you temperature dry samples min. the in to what that vinegar container leave for the need and putting sample have know the need",train,"know 30 to of in. also to amount size the four to you need You Also, containers. pour what sit at know separate are you you to You you temperature dry samples min. the in to what that vinegar container leave for the need and putting sample have know the need",train
1027,1,0,0,"in need dry separate min. putting the four samples pour are temperature You to the 30 vinegar what for at the that to you You have know to know size and you the amount you what container know sample need Also, of you leave to need in. containers. sit to also",train,"in need dry separate min. putting the four samples pour are temperature You to the 30 vinegar what for at the that to you You have know to know size and you the amount you what container know sample need Also, of you leave to need in. containers. sit to also",train
1027,1,0,0,"four what vinegar to samples for to know at You know leave you size sit to in. sample dry have putting you the in pour amount temperature and separate of need are 30 the you containers. need You the the to min. need also what that know container to you Also,",train,"four what vinegar to samples for to know at You know leave you size sit to in. sample dry have putting you the in pour amount temperature and separate of need are 30 the you containers. need You the the to min. need also what that know container to you Also,",train
