Id,EssaySet,Score1,Score2,EssayText,split
16972,7,0,0.0,"Anna glared at Rose.'Money isn't everything.'     'Only if you have everything,' Rose said. She tried a laugh that sounded fake even to her. 'We have our part to do to help Paul finish college. Then he'll get a good job; Anna; and he'll pay for you and me to go to college.'",train
16973,7,1,1.0,"One trait that can descirbe Rose is responsible. It seems like she is responsible for so much in her and her families life. For example, when she has to work her work shift and help her Aunt Kolab in paragraph 2.",train
16974,7,1,1.0,"One trait that Rose has is selflessness. I know this because when she is talking to Anna and Anna tells her how she is feeling Rose responds with, 'He had to go. The job in Los Angeles paid three times what he was making here.' She is feeling overwhelmed but does not mention it to her sister.",train
16975,7,1,1.0,"Based on Rose's attitude from the story, she seems like she cares a lot about her family, but is also worried about her family. Even though she seems worried or doubtful, one line in the story she says to her sister, 'We have our part to do to help Paul finish college. Then he'll get a job, Anna, and he'll pay for you and me to go to college.' In this sentence, it sounds like she has a little bit of faith also.",train
16976,7,0,0.0,"I think shes just feelin alot of pressure with all that shes doing. so the trait i think she has is patience. She's always waiting onand helping others. One detail from the story that shows me this is, when it sasys, 'The day, like most of her days, had been to long, too demanding. From school she'd gone straight to the resturaunt to work a four hour shift, then straight home to help aunt kolab prepare a quick supper.'She's always helping others, and i think that means she has patience.",train
16977,7,2,2.0,"From her conversations, Rose seems to be a caring individual, in the way that she tried to comfort Anna and in her kind and gentle behavior towards Aunt Kolab when asked if this lifestyle was difficult. She cares about her family enough to work a job to help support the family and send her brother to college and seems to be caring enough to help carry the entire family.",train
16978,7,1,1.0,"Rose is grateful. She is willing to help the family whenever it is needed. She is willing to get a job and helped pay for her college education and also Anna's, her younger sister. In the story it says in a different way that she is proud of her heritage and how she lives.",train
16979,7,2,2.0,In the story Rose is a very giving person. She tries to help pay for her brothers college and do an essay to receive a prize. She works all the time just to help her brother. That is why she is a very giving person.,train
16980,7,1,1.0,"She is steadfast in her loyalty to her family.  Even though she is tired of working, homework and her essay she keeps on going.  She is hoping her life will get better.",train
16981,7,1,1.0,"One trait that can describe Rose is that she is responsible.  'The day, like most of her days, had been too long, too demanding.  From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper.  After that it was time to do homework.'  This shows that Rose has a lot of things to do and makes sure she takes care of everything.",train
16982,7,2,2.0,One trait that can describe Rose is thoughtful. Rose is thoughtful because in the story she is trying to help her sister understand that their father had take the other job for the money.,train
16983,7,0,0.0,Rose and Anna both want their mom and dad to stop working so late at night and Rose thinks that Anna should try and find out if she could get some time off work to do her work from school.,train
16984,7,2,2.0,"One trait that can describe Rose based on her conversations is that she is caring. Rose cares for her sister and family, even to the point where she will hide her true feelings to make her sister feel better. When Rose was having a converstaion with Anna, she spoke gentely trying to word her sentences to make it seem that it was not that big of deal that their dad was gone. Based on her converstation with Anna, Rose seems to be a thoughtful and caring person.",train
16985,7,2,2.0,"Rose is a caring person.  In paragraph 4, when Anna wakes up from having a bad dream, Rose tries her best to comfort her sister.  She speaks in a gentle voice, so as not to increase the despair that her younger sister is feeling. While speaking to Anna, Rose displays this specific character trait.  Anna was not completely satisfied with Rose's answer, but she still was able to go back to sleep.  In this, I think Rose shows the readers that she is indeed a caring person.",train
16986,7,0,0.0,If i had to show one trait from Rose it would be based the conversation with Anna. Traits I can see from this conversation is she is in a way nieve.,train
16987,7,1,1.0,Rose is a very hardworking girl it seems like. She has alot on her shoulders. She just needs to take a break an chill for a little while.,train
16988,7,0,0.0,"One trait I can describe Rose as having is, she thinks that she does everything for the family. And that she is sick of doing it. In the story it says, 'Do you feel so weighed down by what your doing to help this family?' 'Rose didnt answer. If she told the truth, she would hurt her aunt.'",train
16989,7,0,0.0,"It appears she tends to feel as if she is living in her brothers shadow, that if she doesnt amount to him she isnt going to be good enough.",train
16990,7,1,1.0,"She's optimistic, in paragraph 23 (sentence 1-2) it says, 'Rose kept nodding. Maybe her life would get easier.",train
16991,7,0,0.0,Rose feels tied down by what she is doing to help her family. In her dream,train
16992,7,0,0.0,"Rose is upset, because she is trying hard to keep her family happy, and there is always so much to do. Rose's sister gets upset when they start talking about their father being gone.",train
16993,7,2,2.0,"Rose is caring. The part where her aunt asks her is she feels weighed down because of her family, Rose did not want to answer because she felt it would hurt her Aunts feelings.",train
16994,7,0,0.0,"The first trait that Rose exemplifies, is the trait of expressing someones feelings. One example, when Rose trys to explain to Anna about her dad getting a better job for them to go to college and actually getting something out of life. Another, example is when Rose expresses how she feels about Cambodian her first country and how she wishes it would be just like that.",train
16995,7,1,1.0,"Rose seems like a very compassionate young girl that truely wants to help her family throughout their time of need. 'From school she'd gone straight to the restaurant to work a four-hour shift, then stragiht home to help Aunt Kolab prepare a quick supper.' She helped out her family so much even though the stress was weighing down on her.",train
16996,7,0,0.0,"Rose seems shes got an anger issue,She stood up and stalked out of the kitchen.",train
16997,7,0,0.0,her younger sister walked in rubing her eyes and rose said what is wrong,train
16998,7,2,2.0,Caring 'Anna' 'what's wrong ?' 'you feel ok?',train
16999,7,1,1.0,One trait that describes Rose is that she is respectful and respects what her brother has done for their family at such a young age by sticking up for him in her conversation with Anna.,train
17000,7,0,0.0,Rose is scared of hurting her aunt by telling the truth.,train
17001,7,0,0.0,She is stressed she is constantly thinking and feeling overwhelmed,train
17002,7,1,1.0,Rose is a very compassionate and caring person. While both she and her younger sister are discouraged she still tries to make light of the situation to make her sister feel better although she is struggling internally.,train
17003,7,0,0.0,"One trait that is used by Rose in the story is her support.  Alothough Rose has school, work, and a 3,000 word essay to write, and cooking to do, she is still working hard to support her brother Paul.  Even though she feels weighed down by the crammed schedule, she is still working her four-hour shift at a restaurant after school.",train
17004,7,0,0.0,"Rose is lonesome just like her sister Ana, but she doesn't shoe it and only tells Ana that thier father is gone to get money to make their lives better.",train
17005,7,0,0.0,"Frusraited, because in the conversation she has a tone of just cramming things in, and that she cant do it.",train
17006,7,0,0.0,stressed from everything,train
17007,7,0,0.0,"I think Rose is accountable. During her talk with Anna, she interupts her own schedule to talk to Anna and comfort her after she has a bad dream.",train
17008,7,0,0.0,Money isx Tha Motive !,train
17009,7,0,0.0,"Rose has an introverted personality. She listens to what the other person has to say and then internalizes her thoughts and emotions without communicating them aloud. By beind too afraid of telling her aunt how she truly feels and by just assuring Anna that their parents are doing their best for the family, this character seems to keep her true opinions to herself.",train
17010,7,1,1.0,"Rose is a woman of many different personalities and traits, but there is one trait in perticular that stands out.  Rose is a determined woman, she is willing to do anything and everything for the better of her family, and is willing to fit everything she can into her day.  an example from the story is, 'The day, like most of her days, had been too long, too demanding'.",train
17011,7,1,1.0,"Rose is responsible because when speaking to Aunt Kolab about all her work and worry she has due to help her family, she doesnt complain. Rose accepts that what she does must be done to help out her family and fulfills her duties.",train
17012,7,0,0.0,"I think one trait that can be concluded from this story about Rose is that she is a great listener, she takes advice and offers very well. One example is at the end of the story when Rose has a conversation with her Aunt Kolab she says she feels lighter after her aunt decided to offer to sew and make special treats for Rose and Anna.",train
17013,7,0,0.0,"rose laugh was gone sound fake, and paul finshing college.",train
17014,7,0,0.0,"In the last paragraph, it says that Rose kept nodding. This is meaning that Rose opens up to all options she has that her Aunt Kolab gives to her. Aunt Kolab is trying to help Rose, and Rose is very mature and understands this conflict as an adult.",train
17015,7,1,1.0,"Based on her conversation with Anna, Rose seems to be a caring person who watches out for others. When Anna says that she is lonesome for her father, Rose tries to lift her spirits and change Anna's attitude about the subject by saying that their father had to leave.",train
17016,7,2,2.0,"Rose is a very caring person.  In the conversation Rose was having with Anna, she was trying to reassure her sister. Rose was trying to let Anna know that everything would be alright once Paul recieved a job. Paul would pay for Rose and Anna to go to college so that they can get jobs.       When Rose is talking to Aunt Kolab she didn't want to tell her aunt about how she really felt about weighing down the family.  Rose believed that if she told the truth it would hurt Aunt Kolab's feelings.  Rose really did believe that she was being weighed down by her family, she just didn't want to admit it to Aunt Kolab.",train
17017,7,0,0.0,One trait that can describe Rose based on her conversations with Anna  is that she is sincere. Rose listens to Anna as she tells Rose she is sad for her two parents. Rose tries and cheers her up and looks on the positive side of things. That is why Rose is sincere.,train
17018,7,2,2.0,"In the converstation between Rose and Anna, a reader can depict that Rose is caring of others.  During the conversation Rose asks Anna if she's alright and Rose also tries to explain why their father is gone and that in the end it is all worth it.",train
17019,7,2,2.0,"Rose is caring, she says her and her sister have a part to do to help Paul finish college.",train
17020,7,1,1.0,"Rose is a very determined, hardworking girl. She does well in school, works a demanding job, and helps out around the house. Her conversation with Anna helps the reader to see her determination to succeed in life, and to make her sister feel better about the situation. Also, Rose's conversation with Aunt Kolab shows how Rose is determined not to let her family down.",train
17021,7,0,0.0,"Rose is guilty.   Rose did'nt answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.",train
17022,7,0,0.0,She is serious in everything she does. She goes to work and then comes home and helps her aunt prepare a quick supper,train
17023,7,1,1.0,"She is understanding, because even though she does not want to work all the time she knows that she has to do her part to help the family.",train
17024,7,0,0.0,Nice,train
17025,7,0,0.0,She stood and stalked out of the kitchen. She was angry but very miss understanded.,train
17026,7,2,2.0,Rose is trying to be very optimistic during her conversation with Anna. She tries to make Anna realize that her dad left only because he was getting paid more at his new job.,train
17027,7,1,2.0,"Rose is a hard worker because she has a job, helps with dinner, does her homework, and still finds time to write an essay for a compotition.",train
17028,7,2,2.0,Rose is kind-hearted as shown by the gentle manner in which Rose spoke to her younger sibling Anna and also shown by the fact that Rose did not want to tell the truth about how she felt because she feared it might hurt her Aunt Kolab.,train
17029,7,2,2.0,One trait that can describe Rose is that she cares for the well being of others. She doesn't want to hurt others so she watchs what she says and is respectful. An example of this is when Rose is talkin with Aunt Kolab in the kitchen and her aunt asks her if she feels 'weighed down' by all she is doing. Rose being nice and not wanting to hurt her aunts feelings didn't give her an answer. Then her aunt realized that the family relies heavily on her and tries to make it easier on her.,train
17030,7,1,1.0,"Rose is very hard working, an example from the tex is when it talks about her daily schedule and balancing work, school, and her home life.",train
17031,7,0,0.0,"When Rose was talking to her Aunt Kolab, she didn't want to say much in the begining because she wasn't for sure what she would say, but when her aunt talked to her about it, she felt releaved.",train
17032,7,0,0.0,She kind of keeps to herself and doesnt want to hurt people by releasing her feelings about whats going on with her,train
17033,7,2,2.0,One trait that can describe Rose based on her conversation with Aunt Kolab is caring. When Rose is talking to Aunt Kolab she doesn't tell her the truth because she doesn't want to hurt her aunt's feelings. This shows that Rose is a caring person.,train
17034,7,2,2.0,Rose is hard working. She fell asleep while working on her essay.,train
17035,7,0,0.0,"Stressed out, in her conversation with her aunt, Rose describes her dream and her aunt interprates it as Rose feeling too much weight to carry.",train
17036,7,0,0.0,Based on Anna's response 'Only if you already have everything' when Rose says 'Money isn't everything' you can determine the Rose is very money driven has may have a slight trait of greed.,train
17037,7,0,0.0,"Rose can be described as being reserved about her true feelings. This shows in her conversation with Aunt Kolab, in which Rose's responses consist of nodding as Aunt Kolab is explaining how she understands Rose's point of view.",train
17038,7,0,0.0,"Rose is not a person that gives up, even when it gets rough.  Even though her family was going through a rough time and she couldn't find a topic for her paper, her aunt helped her find one.",train
17039,7,0,0.0,One trait that can describe Rose is reminiscent because she reminisces about their time in Cambodia and she reminices about her broothers graduation andn the teary eyes of her parents.,train
17040,7,0,0.0,She thinks about the getting the job done. When aunt Kolab was talking to her she was thinking that she could use that topic for her essay.,train
17041,7,0,0.0,"Humorous- She replied to Anna's comment, 'Money isn't everything', with 'Only if you already have everything.'",train
17042,7,1,1.0,"one trait that i would say anna has is worried. she always seems like she has no time. like when she is so busy, that she has not enough time to write the essay. If she does have enough time, however, she wont be able to get to sacramento. she is also worried, because she holds the fate of her brother in her hands. and worried for him, becasue he holds the fate of Anna and Rose in his hands.",train
17043,7,0,0.0,"Rose is really worried about what will happen in her future. The story said that she wants her dad to pay for her college, and her sister said money isn't everything.",train
17044,7,2,2.0,Rose feels grateful after talking to her Aunt Kolab.  Her aunt tells her that she will try to do something to make her load easier. After she says that Rose said that that her aunt's offer had somehow made her feel lighter.,train
17045,7,0,0.0,"She's afraid of hurting people, emotionally.  In the passages, in says, 'Rose didn't anser.  If she told the truth, she would hurt her aunt.",train
17046,7,0,0.0,In the story Rose felt an urgent need to relate the dream so it would loosen her grip. Rose told it to her Aunt Kolab.,train
17047,7,0,0.0,"The one trait would have to be honesty. She told Anna how she felt when they were talking. When they were talking about how their dad had to leave to make more money, Anna said 'money isn't everything', Rose said it isn't if you already have everything.",train
17048,7,2,2.0,"Rose is described as motherly and realistic in her conversations with Anna and Aunt Kolab.  Anna is clearly upset in her conversation with Rose, because her family lives a very hectic life and Anna needs someone.  Rose steps in and momentarily becomes a parental figure in this situation, attempting to comfort her sister in this difficult time.     She is also protrayed as very realistic.  This family is going through a lot and it is very understandable that Rose is stressed out over some of the things going on.  This is made clear during her conversation with Aunt Kolab, where she confesses about all the stress she is going through to her Aunt and talks everything out.",train
17049,7,0,0.0,She feels stressed but she is still willing to work for her family's sake.Aunt Kolab asked her if she felt 'weighed down by what she was doing for the family' Rose didn't answer though because seh knew if she told the truth that it would hurt her aunt and family.,train
17050,7,1,1.0,"One trait that describes Rose is hard working. You can tell she is by having long days at school, and then having to work, followed up by helping her Aunt Kolab prepare supper, than having to do her homework and trying to concentrate on doing a 3000 word essay. She works very hard each day to accomplish this.",train
17051,7,1,1.0,"In this passage, Rose is the mother figure to Anna. Since their dad and mom both are gone working, Rose has to sweep in as the caretaker. Anna came to Rose because she had a bad dream. Anna talked about how she thought money wasn't everything and how she missed her parents. Even though Rose felt the same way and was struggling with the same problem, she had to grow up and be optimistic for her sister as if she was a parent.",train
17052,7,2,2.0,Rose seems to be worried about Anna because she comes in the kitchens and immediately asks Anna 'Whats wrong? You feel okay?',train
17053,7,0,0.0,"One trait that descirbes Rose is strong. When she is talking to Anna she tells her that the reason their dad had to leave is because he needed to go and work. Instead of showing her sadness about her dad leaving, she tells Anna that he did not have any other choice. He had to leave because he needed to raise money for the family.",train
17054,7,0,0.0,Rose felt an urgent need to relate the dream.,train
17055,7,2,2.0,She is caring. In the story she wants to tell her aunt how she feels but it said that she didn't because she didn't want to hurt her aunt.,train
17056,7,0,0.0,"She is honest with what she says. 'If she told her the truth, she would hurt aunt'.",train
17057,7,0,0.0,One trait would be the ability to think deeply. She comes up with the idea to make special treats.,train
17058,7,0,0.0,She is respectful because she didn't want to hurt her aunt.,train
17059,7,2,2.0,rose is resposible. for the way she trys to take care of her sister and does alot of work for the family.,train
17060,7,1,1.0,ROSE IS VERY CARING AND THOUGHTFUL,train
17061,7,0,0.0,"Her display of emotion. When she was asked, 'Do you feel so weighed down by what you're doing to help this family?' she gave no reply. Indicating that she had felt pressure attempting to help the family.",train
17062,7,2,2.0,"She is a hardworker because she holds a job, does well in school, and helps take care of the family.",train
17063,7,0,0.0,Rose is slowly learning from her aunt. Rose dosn't necesarily like the fact on her aunt telling her up .,train
17064,7,0,0.0,that they were fighting about something and then they didnt want that conversation to go any further.,train
17065,7,2,2.0,One Trait that shows how Rose is as a person is that she is very mature. She works alot to help pay their way in this country. While she works she still keeps up on school work and helps her aunt cook for the family.,train
17066,7,0,0.0,Rose is worried and left out. Because she hasnt been able to finish her eassay or feel at home in the new place they are living.,train
17067,7,2,2.0,"Caring, because when her sister walked in the she asked her sister if something was wrong and if she was feeling okay.",train
17068,7,0,0.0,"She is a very busy person and doesnt have very much time for what she wants to do, and to be with her family. For example, this essay states how she barely has time for her writhing asignment 'When would she squeeze in a flawledd three-thousand-word essay?'",train
17069,7,0,0.0,I think that Rose likes to keep her feelings to hereself like shes shy or just don't like to talk about her problems.,train
17070,7,1,2.0,Throughout the story Rose has a motherly trait. She is looking after Anna while her mother is at work. Rose's characteristic is also brought out when she explains how she is working to help put her brother through college. The most improtant line that conveys this is when Anna says 'You sound just like Mama' (12).,train
17071,7,0,0.0,"Rose is not very expressive of how she truly feels. An example is when Anna askes her if she is feeling okay, Rose tells Anna she is okay when in reality she is stressed.",train
17072,7,0,0.0,She never wants to let anyone down. Aunt Kolab asked her if she felt weighed down by helping the family. Rose didn't say yes because she knew that it would hurt Aunt Kolab and it would also hurt her mother.,train
17073,7,2,2.0,One trait that Rose demonstrates is that she is hard working. One detail to help support this is that she confesses to Anna that she fell asleep working on her three thousand word essay.,train
17074,7,0,0.0,"ONE TRAIT IS HER WAY TO DEEL WITH PAIN OR EMOTIONS. 'IF SHE TOLD THE TRUTH, SHE WOULD HURT HER AUNT.'",train
17075,7,0,0.0,She is resentful because when she was talking to her sister and her sister sayed she had a bad dream she just ignored her.,train
17076,7,0,0.0,"One trait that can describe Rose based on her conversations with Anna or Aunt Kolab would be that Rose is very busy and she does not have time to fit in her three-thousand word essay. One detail from the story that supports my answer is; 'When would she squeeze in writing her essay, She already had to miss a lot of shifts, and her supervisor was on the verge of firing her.'",train
17077,7,1,0.0,Rose is stressed that she has to pay for her brothers college fuund and get herself through school. She practically takes care of herself and her sister. Rose also works for all of her money.,train
17078,7,0,0.0,"Troubled, Rose sees no point in helping Paul get his degree but soon finds an understanding when she talks to her Aunt Kolab.",train
17079,7,0,0.0,"She's sort of selfish, it seems like all she is focused on is herself. Like when her sister walked in and said she had a bad dream and Anna just ignored her and started talking about herself.",train
17080,7,1,1.0,"Rose is very responsible. She goes to school all day, then goes straight to work, then home to help her aunt prepare dinner.",train
17081,7,0,0.0,Anna glared at Rose. 'Money isn't everything.' Anna values family over material things in the world.,train
17082,7,1,1.0,"in her conversation with her aunt, you can tell that Rose cares about other people and that she is really in need of help.",train
17083,7,0,0.0,"Rose she has a lot on her plate. She has to work and go to school plus has to watch her sister Anna, Plus Rose seems to be a dreamer , she has a lot of bad dreams everything is hard for both her and Anna.",train
17084,7,1,1.0,caring,train
17085,7,1,1.0,"Rose is grateful because now, in the story, it says that she finally seeing things through others eyes instead of hers.",train
17086,7,2,2.0,"That Rose was kind and didn't want to hurt anyone. In the passage Rase said to her self that ' If she told the truth, she would hurt her aunt.'",train
17087,7,0,0.0,"She is sincere, she tries to comfort her sister when she talks about missing her father. Rose tells Anna that her father went to work because he already had everything else he needed except money.",train
17088,7,1,1.0,Rose seemed like a very helpful person when she was talking to her sister Anna. She seemed this way becuase when her sister came to her to talk about things she tried to explain to her why things were the way they were.,train
17089,7,1,1.0,A trait that i see in Rose is that she is very caring. She is concerned for Anna when she walks up in tears and she asks her whats wrong. The whole time in there conversationg she tries to calm her down like when she tried to laugh to relax the tension between them.,train
17090,7,0,0.0,"Rose is tired. She has a lot on her plate for someone of her age, from work to school to homework, and helping her brother through college. She is having trouble taking care of all of it, and just wants someone to help her get some of the weight off of her back.",train
17091,7,2,2.0,"Based on her conversation with Anna, Rose can be seen as mature. When Rose is talking to Anna, she tells her that what her family is doing is necessary. Anna doesn't understand why their father has to be away in Los Angeles. She also doesn't understand why money is so important to her parents. This is where Rose shows her maturity. She explains to her sister the importance of their father's job and why they need the money so badly.",train
17092,7,0,0.0,Rose says that they have their part to do while Paul is away at college. This shows that Rose is independent and smart.,train
17093,7,0,0.0,"In Rose's conversation with Aun Kolab, Rose reveals her concern for other peoples' feelings.  Her care of others' feelings show up previously in her conversation with Anna. Anna walks in feeling down, but instead of venting her own feelings, Rose keeps them to her self and listens to her sister.",train
17094,7,0,0.0,'Honest' because Rose tells Anna That helping Paul would help them finish college then he'll get a good job and he'll pay for Anna and Rose to go to college.,train
17095,7,1,1.0,A trait that can describe Rose based on her conversations would be that she is very thoughtful. One detail from the story that shows this is that even when she has much work to do she still listens to her Aunt Kolab and her sister when she is needed.,train
17096,7,1,1.0,She doesnt want to make her family feel bad and have to struggle for anybody who was left or is not there.,train
17097,7,1,1.0,"Rose is very family orinated. She cares aabout what happens to her family, even if she doesn't like it. She showed this when she talked about her work and her paper. She wanted to help by working but she didn't like that she had no ltime for herself.",train
17098,7,2,2.0,One trait that can describe Rose is that she is caring for others. One detail to support this answer is how Rose decides not to tell Aunt Kolab the truth about feeling weighed down because of the possiblity of hurting her.,train
17099,7,0,0.0,It says in the text that her aunt's offer had somehow made her feel lighter like that the pressure had been lifted.,train
17100,7,0,0.0,"She is not very caring. Like for example, on paragraph eight sentence two she said like she was careless, 'Mama's not home yet, is she.' She was being sarcastic with her sister.",train
17101,7,2,2.0,Rose is a very helpful person and does stuff that will help other people. She is working so her brother Paul can go to college.,train
17102,7,2,2.0,"Many of Rose's traits are displayed throughout the story. One trait that is shown is how she is caring. In the text Rose is worried about hurting her mother or her aunt. Rose feels as if she is being overwhelmed with everything she has to do. This in turn causes her to have a dream of being trapped in the water by her older brother. As she attempts to get out, water fills her mouth and she sinks further down. She decides to tell her aunt of this dream. Her aunt then begins to question her about if she feels weighted down. Rose ignores the question because she doesn't want to hurt her family.",train
17103,7,0,0.0,I think that accepting life is one because she tries to explain to her sister the way that life is going at the moment for them.,train
17104,7,0,0.0,"Rose, at first, only cared about the future of success in relation to money, but actually she does not feel that she should complete the tasks to make it happen. She doesn't want so much responsibility weighing down on her.",train
17105,7,1,1.0,A trait that describes Rose would be responsible. An example of how Rose is a responsible young lady is because during her conversation with her aunt she doesnt respond when her aunt asks her 'Do you feel so weighed down by what you're doing to help this family.' She does not answer because she knows that she has to help out in order for her family to be able to survive.,train
17106,7,2,2.0,"Considerate. In paragraph 19, the author writes, 'If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.'",train
17107,7,0,0.0,"One trait that stands out to me mostly in Rose is fear of what she must do for her brother and how so much responsibility is laid on such a young girl. According to the passage, Rose thinks to herself, 'Paul's fate lies partly in these', referring to her hands. That statement represents that she is thinking about what she has been doing for her brother to go to college and how her brother's getting into college shouldn't rely on her.",train
17108,7,1,1.0,She is really trying to help the family.,train
17109,7,0,0.0,"One word that can describe Rose is 'Busy'. She is always on the run after school she has to put in four hours at the restruant, and than right as she gets out of school she has to go home, watch her sister and do her home work. On  top of all of that she has to do a three-thousnad word essay that is for a state competition. If she won that competition she  would not be able to go to Sacramento. Her dad is also in Los Angeles andher brother Paul is at college.",train
17110,7,0,0.0,"She is very frustatid, because she has not got her essay complet",train
17111,7,0,0.0,"Rose is from Cambodialine 20 'in Cambodia, our first country, what we are all doing would be quite normal,'",train
17112,7,0,0.0,Rose is resentful because she feels like what she is doing to help her family isn't enough and she doesn't like to stay up and write the essay plus everything else she has to deal with.,train
17113,7,0,0.0,"One trait that can describe Rose based on her conversation with her aunt would be that she is frustrated with the situations in her family life.One detail from the story that supports my answer is that Roses aunt asked hert if it was difficult for her, and she nodded.",train
17114,7,0,0.0,The one trait that can describe Rose is intelligent. One example of this is that she is going to enter an essay contest.,train
17115,7,0,0.0,Rose is concerned and is filled with self conflict. Didn't know wether or not to tell her aunt.,train
17116,7,2,2.0,"One trait of Rose's is reassurance.  She tries to reassure her sister that everything will be better when she says, 'Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'  This statement clearly proves the point of her being a good big sister and trying to make her sister feel better.",train
17117,7,2,2.0,"Rose is hopeful. While talking to her aunt, Rose is hopeful that her life will get easier after hearing her aunts suggestions.",train
17118,7,1,1.0,"One trait that describes Rose is that she's really caring torward her family. Paragraph 13, the way she describes her brother's high school graduation.",train
17119,7,0,0.0,"Rose is a very positive person and is the oldest of her sister Anna. While the two of them were having a conversation, Rose is trying to explain to Anna many different things since Rose is the only one who is often around the house. When Anna talks about how she misses her father, Rose explains to her that he had to go to make a living, and that he would be back soon.",train
17120,7,0,0.0,"Rose is a good person and wants to do everything she can for the family. When she talks to Aunt Kolab, and when her Aunt offers to sell some baked goods, Rose feels a burden lifted off her shoulders. One exmple from the story, is that when her Aunt asks 'Do you feel so weighed down by what you're doing to help this family?' Rose doesn't answer, because she didn't want to hurt her aunt, and she just wanted to continue to help the family.",train
17121,7,0,0.0,"By the time Rose tiptoed into their room, Anna was already snoring lightly. Rose slid into bed and watched the lights from passing cars move across the walls. They became the light that had illuminated the stage att Paul's high school graduation.",train
17122,7,1,1.0,From this story I think the best trait to describe Rose is that she's unselfish.  You can see why Rose is unselfish when she talks about how even if she won the essay competition she couldn't go get her prize from Sacramento because she wouldn't be able to take off of her work which helps support her family.  This part of the passage helps you see that Rose puts her family before herself.,train
17123,7,1,1.0,"Rose seems to be a strong person that can take care of her family. Even though she isn't the mother, she is taking care of her and other's responsibilities. When Rose fake laughed to help comfort her sister, it showed that she actually cares and she is a mother-like figure to Anna.",train
