Id,EssaySet,Score1,Score2,EssayText,split,CorrectedSpellingEssayText
16970,7,0,0.0,'You sound just like Mama.' it was when Anna and Rose were talking in the kitchen,train,'You sound just like Mama.' It was when Anna and Rose were talking in the kitchen.
16971,7,0,0.0,"One trait that Rose has is that she is understanding. When Anna says that money isn't everything, Rose explains to Anna that money is everything when you already have everything. Rose is trying to make Anna understand that her family is just trying to help them out.",train,"One trait that Rose has is that she is understanding. When Anna says that money isn't everything, Rose explains to Anna that money is everything when you already have everything. Rose is trying to make Anna understand that her family is just trying to help them out."
16972,7,0,0.0,"Anna glared at Rose.'Money isn't everything.'     'Only if you have everything,' Rose said. She tried a laugh that sounded fake even to her. 'We have our part to do to help Paul finish college. Then he'll get a good job; Anna; and he'll pay for you and me to go to college.'",train,"Anna glared at Rose. 'Money isn't everything.' 'Only if you have everything,' Rose said. She tried a laugh that sounded fake even to her. 'We have our part to do to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'"
16973,7,1,1.0,"One trait that can descirbe Rose is responsible. It seems like she is responsible for so much in her and her families life. For example, when she has to work her work shift and help her Aunt Kolab in paragraph 2.",train,"One trait that can describe Rose is responsible. It seems like she is responsible for so much in her and her family's life. For example, when she has to work her work shift and help her Aunt Kolab in paragraph 2."
16974,7,1,1.0,"One trait that Rose has is selflessness. I know this because when she is talking to Anna and Anna tells her how she is feeling Rose responds with, 'He had to go. The job in Los Angeles paid three times what he was making here.' She is feeling overwhelmed but does not mention it to her sister.",train,"One trait that Rose has is selflessness. I know this because when she is talking to Anna and Anna tells her how she is feeling, Rose responds with, 'He had to go. The job in Los Angeles paid three times what he was making here.' She is feeling overwhelmed but does not mention it to her sister."
16975,7,1,1.0,"Based on Rose's attitude from the story, she seems like she cares a lot about her family, but is also worried about her family. Even though she seems worried or doubtful, one line in the story she says to her sister, 'We have our part to do to help Paul finish college. Then he'll get a job, Anna, and he'll pay for you and me to go to college.' In this sentence, it sounds like she has a little bit of faith also.",train,"Based on Rose's attitude from the story, she seems like she cares a lot about her family, but is also worried about them. Even though she seems worried or doubtful, one line in the story she says to her sister, 'We have our part to do to help Paul finish college. Then he'll get a job, Anna, and he'll pay for you and me to go to college.' In this sentence, it sounds like she has a little bit of faith also."
16976,7,0,0.0,"I think shes just feelin alot of pressure with all that shes doing. so the trait i think she has is patience. She's always waiting onand helping others. One detail from the story that shows me this is, when it sasys, 'The day, like most of her days, had been to long, too demanding. From school she'd gone straight to the resturaunt to work a four hour shift, then straight home to help aunt kolab prepare a quick supper.'She's always helping others, and i think that means she has patience.",train,"I think she's just feeling a lot of pressure with all that she's doing. So the trait I think she has is patience. She's always waiting on and helping others. One detail from the story that shows me this is when it says, ""The day, like most of her days, had been too long, too demanding. From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper."" She's always helping others, and I think that means she has patience."
16977,7,2,2.0,"From her conversations, Rose seems to be a caring individual, in the way that she tried to comfort Anna and in her kind and gentle behavior towards Aunt Kolab when asked if this lifestyle was difficult. She cares about her family enough to work a job to help support the family and send her brother to college and seems to be caring enough to help carry the entire family.",train,"From her conversations, Rose seems to be a caring individual, in the way that she tried to comfort Anna and in her kind and gentle behavior toward Aunt Kolab when asked if this lifestyle was difficult. She cares about her family enough to work a job to help support the family and send her brother to college and seems to be caring enough to help carry the entire family."
16978,7,1,1.0,"Rose is grateful. She is willing to help the family whenever it is needed. She is willing to get a job and helped pay for her college education and also Anna's, her younger sister. In the story it says in a different way that she is proud of her heritage and how she lives.",train,"Rose is grateful. She is willing to help the family whenever it is needed. She is willing to get a job and help pay for her college education and also Anna's, her younger sister. In the story, it says in a different way that she is proud of her heritage and how she lives."
16979,7,2,2.0,In the story Rose is a very giving person. She tries to help pay for her brothers college and do an essay to receive a prize. She works all the time just to help her brother. That is why she is a very giving person.,train,"In the story, Rose is a very giving person. She tries to help pay for her brother's college and do an essay to receive a prize. She works all the time just to help her brother. That is why she is a very giving person."
16980,7,1,1.0,"She is steadfast in her loyalty to her family.  Even though she is tired of working, homework and her essay she keeps on going.  She is hoping her life will get better.",train,"She is steadfast in her loyalty to her family. Even though she is tired of working, homework, and her essay, she keeps on going. She is hoping her life will get better."
16981,7,1,1.0,"One trait that can describe Rose is that she is responsible.  'The day, like most of her days, had been too long, too demanding.  From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper.  After that it was time to do homework.'  This shows that Rose has a lot of things to do and makes sure she takes care of everything.",train,"One trait that can describe Rose is that she is responsible. ""The day, like most of her days, had been too long, too demanding. From school, she'd gone straight to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper. After that, it was time to do homework."" This shows that Rose has a lot of things to do and makes sure she takes care of everything."
16982,7,2,2.0,One trait that can describe Rose is thoughtful. Rose is thoughtful because in the story she is trying to help her sister understand that their father had take the other job for the money.,train,One trait that can describe Rose is thoughtful. Rose is thoughtful because in the story she is trying to help her sister understand that their father had taken the other job for the money.
16983,7,0,0.0,Rose and Anna both want their mom and dad to stop working so late at night and Rose thinks that Anna should try and find out if she could get some time off work to do her work from school.,train,"Rose and Anna both want their mom and dad to stop working so late at night, and Rose thinks that Anna should try to find out if she could get some time off work to do her work from school."
16984,7,2,2.0,"One trait that can describe Rose based on her conversations is that she is caring. Rose cares for her sister and family, even to the point where she will hide her true feelings to make her sister feel better. When Rose was having a converstaion with Anna, she spoke gentely trying to word her sentences to make it seem that it was not that big of deal that their dad was gone. Based on her converstation with Anna, Rose seems to be a thoughtful and caring person.",train,"One trait that can describe Rose based on her conversations is that she is caring. Rose cares for her sister and family, even to the point where she will hide her true feelings to make her sister feel better. When Rose was having a conversation with Anna, she spoke gently, trying to word her sentences to make it seem that it was not that big of a deal that their dad was gone. Based on her conversation with Anna, Rose seems to be a thoughtful and caring person."
16985,7,2,2.0,"Rose is a caring person.  In paragraph 4, when Anna wakes up from having a bad dream, Rose tries her best to comfort her sister.  She speaks in a gentle voice, so as not to increase the despair that her younger sister is feeling. While speaking to Anna, Rose displays this specific character trait.  Anna was not completely satisfied with Rose's answer, but she still was able to go back to sleep.  In this, I think Rose shows the readers that she is indeed a caring person.",train,"Rose is a caring person. In paragraph 4, when Anna wakes up from having a bad dream, Rose tries her best to comfort her sister. She speaks in a gentle voice, so as not to increase the despair that her younger sister is feeling. While speaking to Anna, Rose displays this specific character trait. Anna was not completely satisfied with Rose's answer, but she still was able to go back to sleep. In this, I think Rose shows the readers that she is indeed a caring person."
16986,7,0,0.0,If i had to show one trait from Rose it would be based the conversation with Anna. Traits I can see from this conversation is she is in a way nieve.,train,"If I had to show one trait from Rose, it would be based on the conversation with Anna. Traits I can see from this conversation are that she is, in a way, naive."
16987,7,1,1.0,Rose is a very hardworking girl it seems like. She has alot on her shoulders. She just needs to take a break an chill for a little while.,train,Rose is a very hardworking girl it seems like. She has a lot on her shoulders. She just needs to take a break and chill for a little while.
16988,7,0,0.0,"One trait I can describe Rose as having is, she thinks that she does everything for the family. And that she is sick of doing it. In the story it says, 'Do you feel so weighed down by what your doing to help this family?' 'Rose didnt answer. If she told the truth, she would hurt her aunt.'",train,"One trait I can describe Rose as having is, she thinks that she does everything for the family. And that she is sick of doing it. In the story it says, 'Do you feel so weighed down by what you're doing to help this family?' 'Rose didn't answer. If she told the truth, she would hurt her aunt.'"
16989,7,0,0.0,"It appears she tends to feel as if she is living in her brothers shadow, that if she doesnt amount to him she isnt going to be good enough.",train,"It appears she tends to feel as if she is living in her brother's shadow, that if she doesn't amount to him she isn't going to be good enough."
16990,7,1,1.0,"She's optimistic, in paragraph 23 (sentence 1-2) it says, 'Rose kept nodding. Maybe her life would get easier.",train,"She's optimistic, in paragraph 23 (sentences 1-2) it says, 'Rose kept nodding. Maybe her life would get easier.'"
16991,7,0,0.0,Rose feels tied down by what she is doing to help her family. In her dream,train,Rose feels tied down by what she is doing to help her family. In her dream
16992,7,0,0.0,"Rose is upset, because she is trying hard to keep her family happy, and there is always so much to do. Rose's sister gets upset when they start talking about their father being gone.",train,"Rose is upset because she is trying hard to keep her family happy, and there is always so much to do. Rose's sister gets upset when they start talking about their father being gone."
16993,7,2,2.0,"Rose is caring. The part where her aunt asks her is she feels weighed down because of her family, Rose did not want to answer because she felt it would hurt her Aunts feelings.",train,"Rose is caring. The part where her aunt asks her if she feels weighed down because of her family, Rose did not want to answer because she felt it would hurt her aunt's feelings."
16994,7,0,0.0,"The first trait that Rose exemplifies, is the trait of expressing someones feelings. One example, when Rose trys to explain to Anna about her dad getting a better job for them to go to college and actually getting something out of life. Another, example is when Rose expresses how she feels about Cambodian her first country and how she wishes it would be just like that.",train,"The first trait that Rose exemplifies is the trait of expressing someone's feelings. One example is when Rose tries to explain to Anna about her dad getting a better job for them to go to college and actually getting something out of life. Another example is when Rose expresses how she feels about Cambodia, her first country, and how she wishes it would be just like that."
16995,7,1,1.0,"Rose seems like a very compassionate young girl that truely wants to help her family throughout their time of need. 'From school she'd gone straight to the restaurant to work a four-hour shift, then stragiht home to help Aunt Kolab prepare a quick supper.' She helped out her family so much even though the stress was weighing down on her.",train,"Rose seems like a very compassionate young girl that truly wants to help her family throughout their time of need. 'From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper.' She helped out her family so much even though the stress was weighing down on her."
16996,7,0,0.0,"Rose seems shes got an anger issue,She stood up and stalked out of the kitchen.",train,Rose seems she's got an anger issue. She stood up and stalked out of the kitchen.
16997,7,0,0.0,her younger sister walked in rubing her eyes and rose said what is wrong,train,"Her younger sister walked in rubbing her eyes and Rose said, ""What is wrong?"""
16998,7,2,2.0,Caring 'Anna' 'what's wrong ?' 'you feel ok?',train,Caring 'Anna' 'what's wrong?' 'you feel okay?'
16999,7,1,1.0,One trait that describes Rose is that she is respectful and respects what her brother has done for their family at such a young age by sticking up for him in her conversation with Anna.,train,One trait that describes Rose is that she is respectful and respects what her brother has done for their family at such a young age by sticking up for him in her conversation with Anna.
17000,7,0,0.0,Rose is scared of hurting her aunt by telling the truth.,train,Rose is scared of hurting her aunt by telling the truth.
17001,7,0,0.0,She is stressed she is constantly thinking and feeling overwhelmed,train,She is stressed; she is constantly thinking and feeling overwhelmed.
17002,7,1,1.0,Rose is a very compassionate and caring person. While both she and her younger sister are discouraged she still tries to make light of the situation to make her sister feel better although she is struggling internally.,train,"Rose is a very compassionate and caring person. While both she and her younger sister are discouraged, she still tries to make light of the situation to make her sister feel better, although she is struggling internally."
17003,7,0,0.0,"One trait that is used by Rose in the story is her support.  Alothough Rose has school, work, and a 3,000 word essay to write, and cooking to do, she is still working hard to support her brother Paul.  Even though she feels weighed down by the crammed schedule, she is still working her four-hour shift at a restaurant after school.",train,"One trait that is used by Rose in the story is her support. Although Rose has school, work, and a 3,000-word essay to write, and cooking to do, she is still working hard to support her brother Paul. Even though she feels weighed down by the crammed schedule, she is still working her four-hour shift at a restaurant after school."
17004,7,0,0.0,"Rose is lonesome just like her sister Ana, but she doesn't shoe it and only tells Ana that thier father is gone to get money to make their lives better.",train,"Rose is lonesome just like her sister Ana, but she doesn't show it and only tells Ana that their father has gone to get money to make their lives better."
17005,7,0,0.0,"Frusraited, because in the conversation she has a tone of just cramming things in, and that she cant do it.",train,"Frustrated, because in the conversation she has a tone of just cramming things in, and that she can't do it."
17006,7,0,0.0,stressed from everything,train,stressed from everything
17007,7,0,0.0,"I think Rose is accountable. During her talk with Anna, she interupts her own schedule to talk to Anna and comfort her after she has a bad dream.",train,"I think Rose is accountable. During her talk with Anna, she interrupts her own schedule to talk to Anna and comfort her after she has a bad dream."
17008,7,0,0.0,Money isx Tha Motive !,train,Money is The Motive!
17009,7,0,0.0,"Rose has an introverted personality. She listens to what the other person has to say and then internalizes her thoughts and emotions without communicating them aloud. By beind too afraid of telling her aunt how she truly feels and by just assuring Anna that their parents are doing their best for the family, this character seems to keep her true opinions to herself.",train,"Rose has an introverted personality. She listens to what the other person has to say and then internalizes her thoughts and emotions without communicating them aloud. By being too afraid of telling her aunt how she truly feels and by just assuring Anna that their parents are doing their best for the family, this character seems to keep her true opinions to herself."
17010,7,1,1.0,"Rose is a woman of many different personalities and traits, but there is one trait in perticular that stands out.  Rose is a determined woman, she is willing to do anything and everything for the better of her family, and is willing to fit everything she can into her day.  an example from the story is, 'The day, like most of her days, had been too long, too demanding'.",train,"Rose is a woman of many different personalities and traits, but there is one trait in particular that stands out. Rose is a determined woman, she is willing to do anything and everything for the better of her family, and is willing to fit everything she can into her day. An example from the story is, 'The day, like most of her days, had been too long, too demanding'."
17011,7,1,1.0,"Rose is responsible because when speaking to Aunt Kolab about all her work and worry she has due to help her family, she doesnt complain. Rose accepts that what she does must be done to help out her family and fulfills her duties.",train,"Rose is responsible because when speaking to Aunt Kolab about all her work and worry she has due to help her family, she doesn't complain. Rose accepts that what she does must be done to help out her family and fulfills her duties."
17012,7,0,0.0,"I think one trait that can be concluded from this story about Rose is that she is a great listener, she takes advice and offers very well. One example is at the end of the story when Rose has a conversation with her Aunt Kolab she says she feels lighter after her aunt decided to offer to sew and make special treats for Rose and Anna.",train,I think one trait that can be concluded from this story about Rose is that she is a great listener; she takes advice and offers it very well. One example is at the end of the story when Rose has a conversation with her Aunt Kolab: she says she feels lighter after her aunt decides to offer to sew and make special treats for Rose and Anna.
17013,7,0,0.0,"rose laugh was gone sound fake, and paul finshing college.",train,"Rose's laugh was gone, sounded fake, and Paul was finishing college."
17014,7,0,0.0,"In the last paragraph, it says that Rose kept nodding. This is meaning that Rose opens up to all options she has that her Aunt Kolab gives to her. Aunt Kolab is trying to help Rose, and Rose is very mature and understands this conflict as an adult.",train,"In the last paragraph, it says that Rose kept nodding. This means that Rose opens up to all the options her Aunt Kolab gives her. Aunt Kolab is trying to help Rose, and Rose is very mature and understands this conflict as an adult."
17015,7,1,1.0,"Based on her conversation with Anna, Rose seems to be a caring person who watches out for others. When Anna says that she is lonesome for her father, Rose tries to lift her spirits and change Anna's attitude about the subject by saying that their father had to leave.",train,"Based on her conversation with Anna, Rose seems to be a caring person who watches out for others. When Anna says that she is lonesome for her father, Rose tries to lift her spirits and change Anna's attitude about the subject by saying that their father had to leave."
17016,7,2,2.0,"Rose is a very caring person.  In the conversation Rose was having with Anna, she was trying to reassure her sister. Rose was trying to let Anna know that everything would be alright once Paul recieved a job. Paul would pay for Rose and Anna to go to college so that they can get jobs.       When Rose is talking to Aunt Kolab she didn't want to tell her aunt about how she really felt about weighing down the family.  Rose believed that if she told the truth it would hurt Aunt Kolab's feelings.  Rose really did believe that she was being weighed down by her family, she just didn't want to admit it to Aunt Kolab.",train,"Rose is a very caring person. In the conversation Rose was having with Anna, she was trying to reassure her sister. Rose was trying to let Anna know that everything would be alright once Paul received a job. Paul would pay for Rose and Anna to go to college so that they can get jobs. When Rose is talking to Aunt Kolab, she didn't want to tell her aunt about how she really felt about weighing down the family. Rose believed that if she told the truth it would hurt Aunt Kolab's feelings. Rose really did believe that she was being weighed down by her family, she just didn't want to admit it to Aunt Kolab."
17017,7,0,0.0,One trait that can describe Rose based on her conversations with Anna  is that she is sincere. Rose listens to Anna as she tells Rose she is sad for her two parents. Rose tries and cheers her up and looks on the positive side of things. That is why Rose is sincere.,train,One trait that can describe Rose based on her conversations with Anna is that she is sincere. Rose listens to Anna as she tells Rose she is sad for her two parents. Rose tries to cheer her up and looks on the positive side of things. That is why Rose is sincere.
17018,7,2,2.0,"In the converstation between Rose and Anna, a reader can depict that Rose is caring of others.  During the conversation Rose asks Anna if she's alright and Rose also tries to explain why their father is gone and that in the end it is all worth it.",train,"In the conversation between Rose and Anna, a reader can depict that Rose is caring of others. During the conversation, Rose asks Anna if she's alright and Rose also tries to explain why their father is gone and that in the end it is all worth it."
17019,7,2,2.0,"Rose is caring, she says her and her sister have a part to do to help Paul finish college.",train,Rose is caring; she says she and her sister have a part to do to help Paul finish college.
17020,7,1,1.0,"Rose is a very determined, hardworking girl. She does well in school, works a demanding job, and helps out around the house. Her conversation with Anna helps the reader to see her determination to succeed in life, and to make her sister feel better about the situation. Also, Rose's conversation with Aunt Kolab shows how Rose is determined not to let her family down.",train,"Rose is a very determined, hard-working girl. She does well in school, works a demanding job, and helps out around the house. Her conversation with Anna helps the reader to see her determination to succeed in life, and to make her sister feel better about the situation. Also, Rose's conversation with Aunt Kolab shows how Rose is determined not to let her family down."
17021,7,0,0.0,"Rose is guilty.   Rose did'nt answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.",train,"Rose is guilty. Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother."
17022,7,0,0.0,She is serious in everything she does. She goes to work and then comes home and helps her aunt prepare a quick supper,train,She is serious in everything she does. She goes to work and then comes home and helps her aunt prepare a quick supper.
17023,7,1,1.0,"She is understanding, because even though she does not want to work all the time she knows that she has to do her part to help the family.",train,"She is understanding, because even though she does not want to work all the time, she knows that she has to do her part to help the family."
17024,7,0,0.0,Nice,train,Nice
17025,7,0,0.0,She stood and stalked out of the kitchen. She was angry but very miss understanded.,train,She stood and stalked out of the kitchen. She was angry but very misunderstood.
17026,7,2,2.0,Rose is trying to be very optimistic during her conversation with Anna. She tries to make Anna realize that her dad left only because he was getting paid more at his new job.,train,Rose is trying to be very optimistic during her conversation with Anna. She tries to make Anna realize that her dad left only because he was getting paid more at his new job.
17027,7,1,2.0,"Rose is a hard worker because she has a job, helps with dinner, does her homework, and still finds time to write an essay for a compotition.",train,"Rose is a hard worker because she has a job, helps with dinner, does her homework, and still finds time to write an essay for a competition."
17028,7,2,2.0,Rose is kind-hearted as shown by the gentle manner in which Rose spoke to her younger sibling Anna and also shown by the fact that Rose did not want to tell the truth about how she felt because she feared it might hurt her Aunt Kolab.,train,Rose is kind-hearted as shown by the gentle manner in which she spoke to her younger sibling Anna and also shown by the fact that she did not want to tell the truth about how she felt because she feared it might hurt her Aunt Kolab.
17029,7,2,2.0,One trait that can describe Rose is that she cares for the well being of others. She doesn't want to hurt others so she watchs what she says and is respectful. An example of this is when Rose is talkin with Aunt Kolab in the kitchen and her aunt asks her if she feels 'weighed down' by all she is doing. Rose being nice and not wanting to hurt her aunts feelings didn't give her an answer. Then her aunt realized that the family relies heavily on her and tries to make it easier on her.,train,"One trait that can describe Rose is that she cares for the well-being of others. She doesn't want to hurt others, so she watches what she says and is respectful. An example of this is when Rose is talking with Aunt Kolab in the kitchen, and her aunt asks her if she feels 'weighed down' by all she is doing. Rose, being nice and not wanting to hurt her aunt's feelings, didn't give her an answer. Then her aunt realized that the family relies heavily on her and tries to make it easier on her."
17030,7,1,1.0,"Rose is very hard working, an example from the tex is when it talks about her daily schedule and balancing work, school, and her home life.",train,"Rose is very hardworking, an example from the text is when it talks about her daily schedule and balancing work, school, and her home life."
17031,7,0,0.0,"When Rose was talking to her Aunt Kolab, she didn't want to say much in the begining because she wasn't for sure what she would say, but when her aunt talked to her about it, she felt releaved.",train,"When Rose was talking to her Aunt Kolab, she didn't want to say much in the beginning because she wasn't sure what she would say, but when her aunt talked to her about it, she felt relieved."
17032,7,0,0.0,She kind of keeps to herself and doesnt want to hurt people by releasing her feelings about whats going on with her,train,She kind of keeps to herself and doesn't want to hurt people by releasing her feelings about what's going on with her.
17033,7,2,2.0,One trait that can describe Rose based on her conversation with Aunt Kolab is caring. When Rose is talking to Aunt Kolab she doesn't tell her the truth because she doesn't want to hurt her aunt's feelings. This shows that Rose is a caring person.,train,"One trait that can describe Rose based on her conversation with Aunt Kolab is caring. When Rose is talking to Aunt Kolab, she doesn't tell her the truth because she doesn't want to hurt her aunt's feelings. This shows that Rose is a caring person."
17034,7,2,2.0,Rose is hard working. She fell asleep while working on her essay.,train,Rose is hard-working. She fell asleep while working on her essay.
17035,7,0,0.0,"Stressed out, in her conversation with her aunt, Rose describes her dream and her aunt interprates it as Rose feeling too much weight to carry.",train,"Stressed out, in her conversation with her aunt, Rose describes her dream and her aunt interprets it as Rose feeling too much weight to carry."
17036,7,0,0.0,Based on Anna's response 'Only if you already have everything' when Rose says 'Money isn't everything' you can determine the Rose is very money driven has may have a slight trait of greed.,train,"Based on Anna's response 'Only if you already have everything' when Rose says 'Money isn't everything,' you can determine that Rose is very money-driven and may have a slight trait of greed."
17037,7,0,0.0,"Rose can be described as being reserved about her true feelings. This shows in her conversation with Aunt Kolab, in which Rose's responses consist of nodding as Aunt Kolab is explaining how she understands Rose's point of view.",train,"Rose can be described as being reserved about her true feelings. This shows in her conversations with Aunt Kolab, in which Rose's responses consist of nodding as Aunt Kolab is explaining how she understands Rose's point of view."
17038,7,0,0.0,"Rose is not a person that gives up, even when it gets rough.  Even though her family was going through a rough time and she couldn't find a topic for her paper, her aunt helped her find one.",train,"Rose is not a person who gives up, even when it gets rough. Even though her family was going through a rough time and she couldn't find a topic for her paper, her aunt helped her find one."
17039,7,0,0.0,One trait that can describe Rose is reminiscent because she reminisces about their time in Cambodia and she reminices about her broothers graduation andn the teary eyes of her parents.,train,One trait that can describe Rose is reminiscent because she reminisces about their time in Cambodia and she reminisces about her brother's graduation and the teary eyes of her parents.
17040,7,0,0.0,She thinks about the getting the job done. When aunt Kolab was talking to her she was thinking that she could use that topic for her essay.,train,"She thinks about getting the job done. When Aunt Kolab was talking to her, she was thinking that she could use that topic for her essay."
17041,7,0,0.0,"Humorous- She replied to Anna's comment, 'Money isn't everything', with 'Only if you already have everything.'",train,"Humorous - She replied to Anna's comment, 'Money isn't everything,' with 'Only if you already have everything.'"
17042,7,1,1.0,"one trait that i would say anna has is worried. she always seems like she has no time. like when she is so busy, that she has not enough time to write the essay. If she does have enough time, however, she wont be able to get to sacramento. she is also worried, because she holds the fate of her brother in her hands. and worried for him, becasue he holds the fate of Anna and Rose in his hands.",train,"One trait that I would say Anna has is being worried. She always seems like she has no time. Like when she is so busy, that she has not enough time to write the essay. If she does have enough time, however, she won't be able to get to Sacramento. She is also worried because she holds the fate of her brother in her hands, and worried for him because he holds the fate of Anna and Rose in his hands."
17043,7,0,0.0,"Rose is really worried about what will happen in her future. The story said that she wants her dad to pay for her college, and her sister said money isn't everything.",train,"Rose is really worried about what will happen in her future. The story said that she wants her dad to pay for her college, and her sister said money isn't everything."
